SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,swathtrans,swath_ANTSOL,swath_ANTXAN,swath_APLCAL,swath_APOCAL,swath_APOPAR,swath_BALNUB,swath_CANSPP,swath_CENCOR,swath_COSCOS,swath_CRAGIG,swath_CRIALB,swath_CRYSTE,swath_DERIMB,swath_EISARBADSUB,swath_HALCOR,swath_HALKAM,swath_HALRUF,swath_HALWAL,swath_KELKEL,swath_LAMFAR,swath_LAMSETADSUB,swath_LEPCHI,swath_LOXGRA,swath_LOXSCY,swath_LYTPIC,swath_MACSTIPES,swath_MEDAEQ,swath_MEGCRE,swath_MEGUND,swath_MESFRAAD,swath_METSPP,swath_MURCAL,swath_MURFRU,swath_NEOSPA,swath_NERLUE,swath_ORTKOE,swath_PACFIM,swath_PANINT,swath_PATMIN,swath_PISBRE,swath_PISGIG,swath_PISOCH,swath_POMGIB,swath_PTECALADSUB,swath_PUGFOL,swath_PUGPRO,swath_PUGRIC,swath_PYCHEL,swath_STEOSMAD,swath_STRPURAD,swath_STYMON,swath_TETCAL,swath_URTPIS,swath_URTSPP,swath_LAMSPP,swath_EISARBAD,swath_EUGRUB,swath_HENLEV,swath_LAMSETAD,swath_LINCOL,swath_OCTOPUS,swath_PTECALAD,swath_TEGREG,swath_URTCOR,swath_URTCRA,swath_URTMCP,swath_URTCOLMCP,swath_CERFOL,swath_CUCMIN,swath_PLEGAR,swath_STYCAL,swath_MESFRAREC,swath_STRPURREC,swath_TEST
SANDHILL_UC,36.9743,-122.1521,Natural Bridges SMR,reference,reference,CCSR,0,2008,6,28.33333,4.833333,0,0,0,0,0.166667,0,0,0.166667,0,1.166667,0,0,0,0,0.166667,0,0,0,0,0,0,2.833333,0,0,0,0,0,0,0,0,0,0,9.833333,0,0,0,0.166667,3,3.666667,0.833333,0,0,0.166667,0,0.333333,0.333333,14.83333,57.66667,13.83333,0,0,0,0,0,0,0,20,0,0,28.16667,0,0,0,0,0,1.333333,0.166667,0,0,0,0,0
SANDHILL_UC,36.9743,-122.1521,Natural Bridges SMR,reference,reference,CCSR,0,2009,6,40.16667,0,0,0,0,0,0.166667,0,0,0.166667,2.333333,2,0.666667,0,0,0,0,0,0,0,0,0,0,0.333333,0,49.66667,0,0.166667,0,0,0,0,0,0,5,0,0,0,2.5,3.833333,3.666667,1,0,0,0,0,0,0.833333,5.666667,69.83333,9,0,0,0,0,0,0,0,19,0,0,24,0,0,0,0,0,0.5,0,0,0,0,0,0
SANDHILL_UC,36.9743,-122.1521,Natural Bridges SMR,reference,reference,CCSR,0,2010,6,7.666667,2,0,0,0,1.5,0,0,0,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1.666667,0,0.5,0,0,0,0,0,0,0,0,4.833333,0,0,0,0.5,0.5,1.5,3.833333,0,0,0,0,0.5,0.333333,0.666667,2,11.66667,0,0,0.166667,0,0,0,0,9,0,0,26.33333,0,0,0,0,0,0.666667,0,0,1,0,0,0
SANDHILL_UC,36.9743,-122.1521,Natural Bridges SMR,reference,reference,CCSR,0,2011,6,97.5,6.666667,0,0,0,0.166667,0,0,0,0,0.166667,3.333333,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,22.33333,0,0,0,1.333333,0,0,0,0,0.833333,0,0,0,0.666667,4.666667,6.166667,4.333333,0,0,0,0,0.666667,1.5,3.5,295.1667,22.83333,0,0,0,0,0,0,0,31.66667,0,0,9.666667,0,0,0,0,0,0.5,0,0,0,0,0,0
SAN_SIMEON_BAY,35.6241,-121.1647,Cambria SMCA,reference,reference,CCSR,0,2007,6,2,0.833333,0,0,0,1.5,0,0,0,0,2.833333,0.666667,1.166667,0,0,0,0,0,0,0,0,0,0,0.333333,0,114,0,0,0,0,0,0,0,0,2.333333,0,0,0,104,5.5,4.5,0.166667,0,0,0,0,0,0.5,0,0,8.833333,1.166667,0,0.666667,0,0,0,0.333333,36.66667,0,0,143,0,0,0,0,0,1.333333,0,0,0,0,0,0
SAN_SIMEON_BAY,35.6241,-121.1647,Cambria SMCA,reference,reference,CCSR,0,2008,6,1.166667,0,0,0,0,3,0,0,0,0,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.833333,0,260,0,0,0,0,0,0,0,0,0,0.166667,0,0,74.5,6.5,2.833333,0.833333,0,0,0.166667,0,0.666667,0.333333,0,0,18.16667,1.333333,0,2.666667,0,0,0,0.166667,14.83333,0,0,146.1667,0,0,0,0,0,2.166667,7,0,0,0,0,0
SAN_SIMEON_DC,35.6317,-121.1902,Cambria SMCA,reference,reference,CCSR,0,2003,6,51,0,0,0,0,0.5,0.166667,0,0,0,0.5,3.833333,0.333333,0,0,0,0,0,0,0,0,0,0,0.333333,0,201,0,0,0,0,0,0,0,0,0.5,0.833333,0,0,255,8.166667,18.66667,0.666667,0,0,0,0.333333,0.166667,4.166667,2.333333,0,44.16667,4.5,0.666667,0,0,0,0,0.333333,15.83333,0,0,12.66667,0,0,0,0,0,2.166667,1.333333,0,0,0,0,0
SAN_SIMEON_DC,35.6317,-121.1902,Cambria SMCA,reference,reference,CCSR,0,2004,6,8.5,0,0,0,0,0.166667,0.166667,0,0,0.166667,0.666667,4.833333,1,0,0,0,0,0,0,0,0,0,0.5,3.666667,0,147,0.166667,0,0,0,0,0,0,0,0,0.333333,0,0,165.3333,14.83333,6,3.666667,0,0,1.333333,0.166667,0,2,2.833333,0,7.166667,7.166667,1,0,0,0,0,0,17.33333,0,0,21.33333,0,0,0,0,0,0.5,2,1,0,0,0,0
SAN_SIMEON_DC,35.6317,-121.1902,Cambria SMCA,reference,reference,CCSR,0,2005,6,51,0,0,0,0,1,0,0,0,0.333333,1.166667,3,1,0,0,0,0,0,0.166667,0,0,0,0,0.5,0,415,0,0,0,0,0.166667,0,0,0,0,0.166667,0,0,294.8333,8.666667,4.666667,1,0,0,0,0.166667,0,1.5,2,0,11.66667,15.33333,2.833333,0,0,0,0,0,8.833333,0,0,22.83333,0,0,0,0,0,9.666667,7.333333,0,0,0,0,0
SAN_SIMEON_DC,35.6317,-121.1902,Cambria SMCA,reference,reference,CCSR,0,2007,6,20.5,0,0,0,0,7.333333,0.166667,0,0,0.333333,0.333333,3.166667,0.666667,0,0,0,0,0,0.833333,0,0,0,0.5,9.5,0,56.66667,0.166667,0,0,0,0,0,0,0,0.333333,0,0,0,183.8333,7.166667,2.833333,0.166667,0,0,2,0,0,1.666667,6.833333,0.166667,6,15.5,1.5,0,0,0,0,0,15,0,0,8,0,0,0,0,0,6.166667,32.83333,0,0,0,0,0
SAN_SIMEON_DC,35.6317,-121.1902,Cambria SMCA,reference,reference,CCSR,0,2008,6,0,11.5,0,0,0,0.5,0,0,0,0.5,1.5,1.666667,1,0,0,0,0,0,0.166667,0,0,0,0.666667,0.166667,0,179.8333,0,0,0,0,0,0,0,0,0,0.333333,0,0,190.8333,11.16667,2.166667,0.5,0,0,0,0.166667,2.166667,2.166667,1.166667,0,2.333333,7.5,2.833333,0,0,0,0,0,4.166667,0,0,3.666667,0,0,0,0,0,0,6.333333,0,0,0,0,0
SAN_SIMEON_UC,35.6306,-121.1949,Cambria SMCA,reference,reference,CCSR,0,2003,6,0.666667,0,0,0,0,0.166667,0,0,0,0,0.166667,2.5,0.833333,0,0,0,0,0,0,0,0,0,0,0.166667,0,127.3333,0,0,0,0,0,0,0,0,2.666667,0.333333,0,0,104.8333,2.833333,6.5,1.833333,0,0,0.166667,0,0,2.666667,1.166667,3,13.66667,5.5,0.333333,0,0,0,0,0,77.5,0,0,7.833333,0,0,0,0,0,0.333333,2.333333,0,0,0,0,0
SAN_SIMEON_UC,35.6306,-121.1949,Cambria SMCA,reference,reference,CCSR,0,2004,6,0,0,0,0,0,0.166667,0.333333,0,0,0,2,5.166667,2.5,0,0,0,0,0,0.166667,0,0,0,0,0,0,181,0.166667,0,0,0,0,0,0,0,0.833333,0.166667,0,0,111.3333,4.666667,6.166667,2,0,0,0,0,0,3.166667,0,0,23,8.666667,2.333333,0,0,0,0,1.333333,34.5,0,0,8,0,0,0,0,0,0.5,0.333333,0,0,0,0,0
SAN_SIMEON_UC,35.6306,-121.1949,Cambria SMCA,reference,reference,CCSR,0,2005,6,0.666667,0,0,0,0,0,0,0,0,0,0.666667,4.333333,1.833333,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0,117.6667,0.333333,0,0,0,0,0,0,0,0.166667,0,0,0,75.33333,3,5.833333,1.5,0.166667,0,0.333333,0,0,3.666667,0,0.166667,19.33333,14.16667,0.833333,0,0,0,0,0.166667,50,0,0,16,0,0,0,0,0,1,1.5,0,0,0,0,0
SAN_SIMEON_UC,35.6306,-121.1949,Cambria SMCA,reference,reference,CCSR,0,2007,6,2.166667,0,0,0,0,0.666667,0.166667,0,0,0,1.833333,3.333333,3.666667,0,0,0,0.333333,0,0.166667,0,0,0,0,2.833333,0,125.3333,0,0,0,0,0,0,0,0,21.66667,0,0,0,93.16667,4.166667,5,1.666667,0,0,0.166667,0,0,1.333333,0.166667,0.333333,12.16667,19.5,1.666667,0.333333,0,0,0,0.666667,26.16667,0,0,1.5,0,0,0,0,0,0.833333,15.33333,0,0,0,0,0
SAN_SIMEON_UC,35.6306,-121.1949,Cambria SMCA,reference,reference,CCSR,0,2008,6,0.5,0,0,0,0,0.166667,0,0,0,0.166667,2.666667,4.5,2.166667,0,0,0,0,0.166667,0.333333,0,0,0,0,2.666667,0,64.16667,0.166667,0,0,0,0,0,0,0,1.166667,0,0,0,81.83333,1.666667,5,2,0,0,0.5,0,0,1,0,0.333333,10.5,19.66667,2.166667,0,0,0,0,1.166667,47.5,0,0,2.5,0,0,0,0,0,0.166667,8,0,0,0,0,0
SAUNDERS_MPA_1,38.8559,-123.6684,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2010,6,0,0,0,0,0,0,0,0,0,0,0,0.666667,2,0,0,0.166667,10.33333,0,0,0,0,0,0,0.166667,0,0,0,0,0,18.33333,0,0,0,0,4,0,0,0,1.5,4.5,1.5,1.166667,0,0,0,0,0.166667,0.333333,0,3,3,0.333333,0.166667,0,0,0,0,1.333333,19.83333,0,0,9.5,0,0,0,0,0,0,0,15.66667,1,0.666667,0,0
SAUNDERS_MPA_1,38.8559,-123.6684,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2011,6,0,0,0,0,0,0,0.166667,0,0,0.333333,2,2,2.333333,0,0,0.166667,5.166667,0,0,0,0,0,0,0,0,0,0,0,0,31.66667,0,0,0,0,22.5,0,0,0,0.833333,4.333333,2.166667,0.333333,0,0,0,0,0,1,0,3.666667,1.5,0.666667,0.5,0,0,0,0,4.333333,14.16667,0,0,25.66667,0,0,0.333333,0,0,0,0.5,62.83333,0.833333,2.5,0,0
SAUNDERS_MPA_1,38.8559,-123.6684,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2016,6,0,0,0,0.666667,0,0.666667,0.333333,0,0,0.666667,1.833333,0.5,2.5,0,0,0,1.333333,0,0,0,0,0,0,0.333333,0,0,0.166667,0,0,71.5,0.166667,0,0,0,60.16667,0,0,0,0,0.166667,0.166667,1.833333,0,0,0,0,0,0,0,301.8333,2.666667,2.833333,0.166667,0,0,0,0,2.666667,6.666667,0,0,0,0,0,0,0,0,0.666667,3.333333,7.5,0,7.333333,17.5,0
SAUNDERS_MPA_1,38.8559,-123.6684,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,9.333333,0,0,0,0,33.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.16667,0,0,0,0,0,0,0,0,13.16667,0,0,2.5,0,0,0,0,0,0,0,2.166667,0,0.333333,18.83333,0
SAUNDERS_MPA_1,38.8559,-123.6684,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2018,6,0,0,0,0,0,2.166667,1.166667,0,0,0.333333,0.833333,6.333333,2.5,0,0,0.333333,5,0,0.333333,0,0,0,0,0,0,0,0,0,0,105.3333,0,0,0,0,187.6667,0,0,0,4.666667,1,0.166667,6.5,0.166667,0,0,0,0,0,0,785,0.333333,1,0.833333,1.833333,0,0,0,3.5,66.5,0,0,4,0,0,0,0,0,0.333333,2,38,0,3.166667,65.5,0
SAUNDERS_MPA_2,38.8504,-123.6666,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2010,6,0,0,0,0.333333,0,0.166667,0.166667,0,0,0.333333,1.166667,4.166667,2.833333,0,0,0,25.16667,0,0,0,0,0,0,0,0,0,0,0,0,7.666667,0,0,0,0,10.83333,0.166667,0,0,41.5,1.833333,3.5,1,0,0,0,0,0,0.666667,0.666667,8,10.5,1.333333,0.333333,0.166667,0,0,0,2.5,23.5,0,0,78.33333,0,0,0,0,0,0.333333,0,1.333333,0,0,0,0
SAUNDERS_MPA_2,38.8504,-123.6666,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2011,6,0,0,0,0.166667,0,0,0,0,0,0.166667,4,5,2.166667,0,0,0,29.33333,0,0,0,0,0,0,0.333333,0,0,0,0,0,39.83333,0,0,0,0,51.33333,0.333333,0,0,10.16667,1.666667,6,1.166667,0,0,0,0,0,0.333333,0,11.83333,6.166667,2.5,2.166667,0,0,0,0,4.333333,37.33333,0,0,9,0,0,0.333333,0,0,0,32.66667,9.833333,0,1.666667,0,0
SAUNDERS_MPA_2,38.8504,-123.6666,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2016,6,0.166667,0,0,1.666667,0,62.5,0,0,0,0.166667,0.833333,0.166667,4,0,0,0.166667,15.16667,0,0,0,0,0,0,1.166667,0,0,0,0,0,53.16667,0,0,0,0,61.33333,0,0,0,1,0.333333,0,9.5,0,0,3.5,0,0,0,0,2375.833,0.166667,1.833333,0.166667,0.5,0,0,0,0.666667,0.666667,0,0,1.166667,0,0,0,0,0,2.5,5,0,0,5.333333,3191.667,0
SAUNDERS_MPA_2,38.8504,-123.6666,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2017,6,0.166667,0,0,0.666667,0,99.66667,0,0,0,1,2.333333,2.833333,5.5,0,0,0.5,7.5,0,0.166667,0,0,0,0,0,0,0,0,0,0,79.33333,0,0,0,0,0,0,0,0,2.666667,4,0.166667,6.166667,0,0,0,0,1,0,0,757.5,0,0.5,1.666667,0.166667,0,0,0,2.166667,0.666667,0,0,0.5,0,1.833333,0,0,0,1.5,1,0,0,4.5,203,0
SAUNDERS_MPA_2,38.8504,-123.6666,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2018,6,0,0.166667,0,7.166667,0,79.16667,0.166667,0,0,1.333333,0.333333,4,6.833333,0,0,0.5,8.333333,0,0,0,0,0,0,2.166667,0,0,0,0,0,82.16667,0,0,0,0,3.333333,0,0,0,5.833333,3.333333,0.166667,6.166667,0.833333,0,0,0,0,0,0,398.3333,0,0.833333,0.166667,2,0,0,0,1.5,7.666667,0,0,1.666667,0,0,0,0,0,3.333333,0.833333,0,0,1.833333,15.16667,7.166667
SAUNDERS_MPA_3,38.847,-123.6613,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2010,6,0,0,0,0.5,0,0,0.333333,0,0,0,0.5,0.833333,2.833333,0,0,0,2.833333,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,2.166667,6.333333,0.333333,0.166667,0,0,0,0,0,0.833333,0,25.83333,23.5,1.833333,0.333333,0,0,0,0,1.5,4.666667,0,0,0,0,0,0,0,0,0.166667,0.833333,19.83333,0,0.166667,0,0
SAUNDERS_MPA_3,38.847,-123.6613,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2011,6,0,0,0,0.166667,0,0,0.166667,0,0,0,1.333333,0.833333,1.666667,0,0,0,2.666667,0,0,0,0,0,0,0.166667,0,0,0,0,0,50.66667,0,0,0,0,0,0,0,0,0.666667,7.833333,3.666667,1,0,0,0,0,0,0.333333,0,115.8333,8.666667,0.833333,0.5,0,0,0,0,2.5,37.66667,0,0,0.166667,0,0,0,0,0,0.166667,2.5,93.83333,0,0,0,0
SAUNDERS_MPA_3,38.847,-123.6613,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2017,4,0,0,0,1.75,0,0,0.25,0,0,0.25,0.75,1.25,2.5,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,41.25,0,0,0,0,0,0,0,0,0.5,3.5,0.5,2.5,0,0,0,0,0,0,0,183,0.75,0.75,1.25,0.25,0,0,0,2,0.5,0,0,0,0,0.5,0,0,0,1.5,3.25,0,0,5.25,11.75,0
SAUNDERS_MPA_3,38.847,-123.6613,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2018,6,2.833333,0,0,0.5,0,0,0,0,4.166667,0.5,0.833333,0.666667,3.333333,0,0,0,2,0,0,0,0,0,0,0,0.333333,0,0,0,0,58.83333,0,0,0,0,1.166667,0,0,0,0.833333,0.333333,2.166667,1.833333,0.166667,0,0,0,0,0,0,784.3333,0.5,0.333333,0.5,0.5,0,0,0,2.5,6.5,0,0,1.333333,0,0.166667,0,0,0,0.833333,0.5,0,0,3.666667,357.5,1.333333
SAUNDERS_MPA_4,38.8357,-123.649,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2010,6,0,0,0,0.166667,0,0,0.166667,0,0,0.166667,0,3.333333,1.333333,0,0,1.666667,21.16667,0,0,0,0,0,0,0.5,0,0,0,0,0,24.16667,0,0,0,0,23,0.166667,0,0,1.5,4,5.5,0.833333,0,0,0,0,0,0.5,0,2,2.333333,1.5,0,0,0,0,0,3,11,0,0,20,0,0,0,0,0,0.166667,0.166667,0,0,0,0,0
SAUNDERS_MPA_4,38.8357,-123.649,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2011,6,0,0,0,0.666667,0,0.166667,0,0,0,0.166667,0.333333,2.833333,1.5,0,0,0.166667,42,0,0,0,0,0,0,0.166667,0,0,0,0,0,28.16667,0,0,0,0,5.666667,1,0,0,4.166667,3.333333,6.333333,0.5,1.5,0,0,0,0,0.166667,0.166667,4.5,2,1.333333,0.166667,0.5,0,0,0,3.833333,17,0,0,21.66667,0,0,0,0,0,0,1.5,0,0,0.833333,0,0
SAUNDERS_MPA_4,38.8357,-123.649,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2016,6,0,0,0,1.333333,0,9.166667,0.166667,0,0,1.166667,0.166667,0,1.833333,0,0,0,11,0,0,0,0,0,0,0.333333,0,0,0,0.333333,0,6.666667,0.333333,0,0,0,8.666667,0.333333,0,0,0.166667,0,0,16.33333,1.833333,0,0,0.333333,0,0,0,46.5,7.666667,1.333333,0.166667,0,0,0,0,2.833333,8.333333,0,0,42,0,0,0,0,0,4.333333,6.666667,0,0,0,0,0
SAUNDERS_MPA_4,38.8357,-123.649,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2017,6,1.5,0,0,0.166667,0,8.166667,0,0,0,2.666667,0.333333,0.166667,9,0,0,0,8.166667,0,0,0,0,0,0,0.166667,0,0,0,0,0,56.33333,0,0,0,0,10.33333,0.5,0,0,2,1.166667,1,1,0,0,0,0,0,0,0,232,1.333333,2.666667,1.166667,0,0,0,0,5.833333,12.33333,0,0,26.83333,0,0.333333,0,0,0,9.666667,1.833333,0,0,1.166667,36.66667,0
SAUNDERS_MPA_4,38.8357,-123.649,Saunders Reef SMCA,SMCA,MPA,NCCSR,2010,2018,6,0,0,0,2.5,0,2.5,0.166667,0,0,1,0.666667,0.833333,8,0,0,0.166667,22.5,0,0.166667,0,0,0,0,0.166667,0,0,0,0,0,64.66667,0,0,0,0,0.333333,0.166667,0,0,6.166667,2,0,2.833333,0,0,0,0,0,0,0,506.5,1,1.5,1.5,0,0,0,0,1.5,2,0,0,27.5,0,0,0,0,0,4.166667,0.166667,0.5,0,0.5,66.66667,0
SAUNDERS_REFERENCE_1,38.8223,-123.6223,Saunders Reef SMCA,reference,reference,NCCSR,0,2010,6,0,0,0,0,0,0,0,0,0,0,1.166667,4.166667,1.5,0,0,0,13.33333,0,0,0,0,0,0,0.166667,0,0,0,0,0,26,0,0,0,0,58.83333,0.166667,0,0,11.33333,4.166667,7.333333,1,0,0,0,0,0,0.5,0.333333,7.333333,8.666667,4,1.166667,0,0,0,0,2.166667,10.33333,0,0,18.83333,0,0,0,0,0,0,0,0,0,1.666667,0.166667,0
SAUNDERS_REFERENCE_1,38.8223,-123.6223,Saunders Reef SMCA,reference,reference,NCCSR,0,2011,6,0,0.166667,0,0.333333,0,0.333333,0.166667,0,0,0,0,2.166667,0.5,0,0,0,23,0,0,0,0,0,0,0.166667,0,0,0,0,0,44.16667,0,0,0,0,10.33333,0.333333,0,0,14,5,4.166667,2,2,0,0,0,0,0.5,1.833333,13.33333,1.5,1.833333,0.833333,1,0,0,0,2.5,17,0,0,34.83333,0,0,0,0,0,0.5,12.83333,0.333333,0,5.833333,0,0
SAUNDERS_REFERENCE_1,38.8223,-123.6223,Saunders Reef SMCA,reference,reference,NCCSR,0,2016,4,0,0,0,0.75,0,8.5,0,0,0,0,1,0.5,1.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0,0,0,0,0,4,0.25,0.75,0.25,0,0,0,0,0,0,0,759.5,0,10,1.5,0.25,0,0,0,4,0,0,0,0,0,0,0,0,0,1,31.25,0,0,1.75,741,0
SAUNDERS_REFERENCE_1,38.8223,-123.6223,Saunders Reef SMCA,reference,reference,NCCSR,0,2017,6,0,0,0,1,0,2.666667,0.166667,0,0,0.833333,1.666667,2.333333,2,0,0,0.333333,0.833333,0,0,0,0,0,0,0.666667,0,0,0,0.166667,0,55.66667,0,0,0,0,0,0,0,0,14.5,0,0.333333,3.5,0,0,0,0,0,0.166667,0,694.8333,0.166667,1.333333,2.333333,0.666667,0,0,0,3.333333,0,0,0,0,0,0,0.166667,0,0,7.5,12.5,0,0,0.666667,112.6667,0
SAUNDERS_REFERENCE_1,38.8223,-123.6223,Saunders Reef SMCA,reference,reference,NCCSR,0,2018,6,0,0,0,1.5,0,1.5,0,0,0,1.166667,1.333333,0.333333,1.333333,0,0,0.5,2.333333,0,0,0,0,0,0,1,0,0,0,0,0,83.83333,0,0,0,0,0,0,0,0,7,0,0.166667,3.666667,0.166667,0,0,0,0,0,0,748.3333,0,0.5,1.5,0.5,0,0,0,3,2.5,0,0,0,0,0,0,0,0,3.5,0.333333,0,0,5.333333,155,2.5
SAUNDERS_REFERENCE_2,38.8041,-123.5981,Saunders Reef SMCA,reference,reference,NCCSR,0,2010,6,0,0,0,1.333333,0,0,0,0,0,0,0,1.333333,0.666667,0,0,0.166667,9.166667,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,38,0.5,0,0,5.5,6.833333,4.333333,0.666667,0,0,0,0,0,0.666667,0.5,1,0.666667,1,1.5,0.166667,0,0,0,0.666667,1.5,0,0,31.66667,0,0,0,0,0,0,0,0,0,0.5,0,0
SAUNDERS_REFERENCE_2,38.8041,-123.5981,Saunders Reef SMCA,reference,reference,NCCSR,0,2011,6,0,0,0,0.5,0,0.333333,0,0,0,0.166667,1.166667,1.166667,0.666667,0,0,0.333333,7.333333,0,0,0,0,0,0,0,0,0,0,0,0,38.16667,0,0,0,0,14.83333,0.666667,0,0,3.666667,4.833333,3,0.333333,0,0,0,0,0,0.5,0.333333,0,1,0.666667,0.833333,0,0,0,0,1.666667,6.666667,0,0,27.33333,0,0,0,0,0,0,3.333333,0,0,0.166667,0,0
SAUNDERS_REFERENCE_2,38.8041,-123.5981,Saunders Reef SMCA,reference,reference,NCCSR,0,2016,6,0,0,0,5.166667,0,16.5,0.166667,0,0,0.833333,2.666667,0.666667,3,0,0,0.166667,5.5,0,0.166667,0,0,0,0,0.333333,0,0,0,0,0,59.5,0,0,0,0,0,0,0,0,17.83333,0.833333,1.333333,0.833333,0,0,0,0,0,0,0,589.6667,0,0.833333,1.666667,0,0,0,0,1.166667,0,0,0,0.666667,0,0,0,0,0,1.666667,24.33333,0,0,0.166667,258.1667,0
SAUNDERS_REFERENCE_2,38.8041,-123.5981,Saunders Reef SMCA,reference,reference,NCCSR,0,2017,6,0,0,0,2.166667,0,0.333333,0,0,0,0,0,0,2.333333,0,0,0.166667,1.833333,0,0,0,0,0,0,0,0,0,0,0,0.166667,49,0,0,0,0,0,0,0,0,7.666667,0,0,0.5,0.666667,0,0,0,0,0,0,151.6667,0,0.666667,1.166667,0,0,2.5,0,0.833333,0,0,0,0.333333,0,0,0,0,0,0.833333,7.666667,0.166667,0,0,0,0
SAUNDERS_REFERENCE_2,38.8041,-123.5981,Saunders Reef SMCA,reference,reference,NCCSR,0,2018,6,0,0,0,4.833333,0,2.666667,0,0,0,0.833333,0.166667,0.333333,2.833333,0,0,1,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,14.66667,0,0,0,0.333333,0,0,0,0,0,0,995.8333,0,0.166667,1.833333,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,1.5,0.166667,0,0,0.5,131.3333,0.5
SAUNDERS_REFERENCE_3,38.7788,-123.5592,Saunders Reef SMCA,reference,reference,NCCSR,0,2010,6,0,0,0,1.5,0,0,0,0,0,0.166667,0.666667,1.666667,1,0,0,0,57.16667,0,0,0,0,0,0,0.5,0,0,0,0,0,31,0,0,0,0,10.83333,0.833333,0,0,2.5,3.666667,4,2.5,0,0,0,0,0,0.5,0,16.66667,1.333333,0.5,1.833333,0,0,0,0,1.166667,0.333333,0,0,44.66667,0,0,0,0,0,0,0,0,0,6.166667,0,0
SAUNDERS_REFERENCE_3,38.7788,-123.5592,Saunders Reef SMCA,reference,reference,NCCSR,0,2011,6,0,0,0,0,0,0,0,0,0,0,1.833333,1.666667,1,0,0,0.166667,37.5,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0,0,6.666667,0.333333,0,0,1.333333,6.5,7.666667,0,0,0,0,0,0,0.666667,0.333333,3.666667,0.166667,0.166667,1.833333,0.166667,0,0,0,2.666667,11.33333,0,0,27,0,0,0.333333,0,0,0,1.333333,0,0,2.666667,0,0
SAUNDERS_REFERENCE_4,38.763,-123.5434,Saunders Reef SMCA,reference,reference,NCCSR,0,2010,6,0,0,0,3.5,0,1.666667,0,0,0,0.166667,0.333333,1.333333,7.333333,0,0,0.333333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,44.16667,2.333333,0,0,0,44.5,0.333333,0,0,1.333333,4.333333,4,22.5,0,0,0,0,0,0.5,0,63.33333,13.33333,2,1.166667,0,0,0,0,5.666667,98.83333,0,0,16.66667,0,0,0,0,0,0,4.833333,21,1.5,0.5,0.333333,0
SAUNDERS_REFERENCE_4,38.763,-123.5434,Saunders Reef SMCA,reference,reference,NCCSR,0,2011,6,0,0,0,0.666667,0,1.666667,0,0,0,0.833333,0.666667,3.833333,2.666667,0,0,0.333333,6.166667,0,0,0,0,0,0,0.666667,0,0,0,0,0,47.83333,0,0,0,0,21.33333,1,0,0,61.66667,1.333333,6.5,10.66667,0,0,0.166667,0,0,1,2,64,11.16667,0.666667,1.5,0,0,0,0,4,26.5,0,0,3.833333,0,0,0,0,0,0,14.5,0.5,0,1,0,0
SCI_CAVERN_POINT_E,34.0543,-119.5669,Scorpion SMR,SMR,MPA,SCSR,2003,2007,6,161,0,2.5,0,41,0,0,1,0,3.5,0,0,0,15.16667,0,0,0,0,0,0,0,8.5,0,0.333333,0,0,0,5.833333,1,92,0,0,0,0.333333,0,0,1.666667,0.333333,15,0,3.666667,0.5,0,0,0,0,0,0,0,1612.5,0,0.666667,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
