SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,swathtrans,swath_ANTSOL,swath_ANTXAN,swath_APLCAL,swath_APOCAL,swath_APOPAR,swath_BALNUB,swath_CANSPP,swath_CENCOR,swath_COSCOS,swath_CRAGIG,swath_CRIALB,swath_CRYSTE,swath_DERIMB,swath_EISARBADSUB,swath_HALCOR,swath_HALKAM,swath_HALRUF,swath_HALWAL,swath_KELKEL,swath_LAMFAR,swath_LAMSETADSUB,swath_LEPCHI,swath_LOXGRA,swath_LOXSCY,swath_LYTPIC,swath_MACSTIPES,swath_MEDAEQ,swath_MEGCRE,swath_MEGUND,swath_MESFRAAD,swath_METSPP,swath_MURCAL,swath_MURFRU,swath_NEOSPA,swath_NERLUE,swath_ORTKOE,swath_PACFIM,swath_PANINT,swath_PATMIN,swath_PISBRE,swath_PISGIG,swath_PISOCH,swath_POMGIB,swath_PTECALADSUB,swath_PUGFOL,swath_PUGPRO,swath_PUGRIC,swath_PYCHEL,swath_STEOSMAD,swath_STRPURAD,swath_STYMON,swath_TETCAL,swath_URTPIS,swath_URTSPP,swath_LAMSPP,swath_EISARBAD,swath_EUGRUB,swath_HENLEV,swath_LAMSETAD,swath_LINCOL,swath_OCTOPUS,swath_PTECALAD,swath_TEGREG,swath_URTCOR,swath_URTCRA,swath_URTMCP,swath_URTCOLMCP,swath_CERFOL,swath_CUCMIN,swath_PLEGAR,swath_STYCAL,swath_MESFRAREC,swath_STRPURREC,swath_TEST
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2004,6,0.166667,0,0,0,0.5,0.333333,0,0,0.333333,0,25.66667,0.666667,0.166667,0,0,0,0,0,0.666667,0,0,0,0.166667,0,0,135.3333,1,0.166667,0,0,0,0,0,0,0,0.666667,0,0,102,0,5.666667,0,1.166667,0,0.166667,0.166667,0,0.333333,4.166667,1,2.833333,8.166667,6,0,0,4.166667,0,0.333333,1.5,0,0,108,0,0,0,0,0,0,0.5,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2005,6,0.166667,0,0,0,0.666667,0,0,0,0.166667,0.333333,7.166667,0.833333,2,0,0,0,0.333333,0,0.166667,0.166667,0,0,0.166667,0.166667,0,66.66667,0.166667,0,0,0,0,0,0,0,0.166667,0,0,0,22.5,0,2.166667,0,1.666667,0,0,0,0,0.833333,3,1.5,1.666667,4,1.166667,1.333333,0,5.833333,0,0.333333,13.5,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2006,6,0,0,0,0.5,0.166667,0,0,0,0,0.5,8.333333,0.833333,0.166667,0,0,0,0,0,1.166667,0,0,0,0,0.166667,0,75.83333,2.166667,0.166667,0,0,0,0,0,0,0,0.666667,0,0,56.33333,0,1,0,2.166667,0,0.166667,0.166667,0,1.166667,1.833333,0,1,5.5,1.166667,0,0,7,0,1,0.666667,0,0,16.83333,0,0,0,0,0,0.166667,0,0.333333,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2007,6,0,0,0,0,0.666667,0,0,0,0.166667,0,11.66667,2.5,0.333333,0,0,0,0.666667,0,0.166667,0.166667,0,0,0,0.166667,0,66,1.333333,0,0,0,0,0,0,0,0,0.666667,0,0,69.5,0,0.333333,0,1,0,0,0,0,0.666667,8.5,0,0.166667,4.333333,3,2.833333,0,0,0,0.333333,0.666667,0,0,77.16667,0,0,0,0,0,0,0.666667,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2008,6,0,0,0,0,0.666667,0,0.166667,0,0,0.166667,19,2.5,0.333333,0,0,0,0,0,0.666667,0,0,0,0,0.5,0,159.5,3.333333,0.333333,0,0,0,0,0,0,0.166667,0.5,0,0,80.16667,0,2,0,1.5,0,0,0,0.333333,0.166667,8.833333,1,0.5,10.33333,3.333333,0,0,19.16667,0,1.333333,1.666667,0,0,9.833333,0,0,0,0,0,0,5,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2009,6,0,0.833333,0,0.166667,0.166667,0.5,0.166667,0,0,1,34.16667,1.833333,0.833333,0,0,0,1.5,0,0.333333,0,0,0,0,1,0,143,1.333333,0.333333,0,2.333333,0,0,0,0,0,2,0,0,115.5,0,3.5,0,2.333333,0,0,0,0,0.333333,2.666667,3.5,2,25.33333,3.166667,0.5,0,37.33333,0,3.166667,3.166667,0,0,14.83333,0,0,0,0,0,0,1.666667,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2010,6,0,0,0,0.333333,0.666667,0,0.166667,0,0,0,14.66667,1.833333,0.166667,0,0,0.166667,0.333333,0,5,0,0,0,0,0.166667,0,35.83333,2,0.166667,0,0,0,0,0,0,0.666667,0.333333,0,0,55.33333,0,0.833333,0,0,0,0,0,0,0.333333,1.666667,0.166667,0.333333,5.833333,4,0,0,4.666667,0,1.5,0.333333,0,0,22.16667,0,0,0,0,0,0,1.166667,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2011,6,0,48.33333,0,0.666667,1.833333,0.333333,0,0,0,0,33.5,4.333333,1.166667,0,0,0,0,0.166667,0.5,0,0,0,0,0.166667,0,26.5,1.5,0.666667,0,0.333333,0,0,0,0,0,0.833333,0,0,112.8333,0,4,0.5,7,0,0,0,0,1,2.833333,2.166667,1.5,13,4,0.166667,0,21.33333,0,4,9.833333,0,0,14.5,0,0,0,0,0,0,3.333333,0,1,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2012,6,0,0,0,0.333333,0.333333,0.5,0.333333,0,0.166667,0.333333,23.83333,4,0.833333,0,0,0,2.333333,0.166667,1,0,0,0,0,1.333333,0,72.83333,1,0.333333,0,0,0,0,0,0,0,0.5,0,0,89,0,3.833333,0,1.666667,0,0,0,0,0.666667,3,0.833333,2.5,14.5,3.833333,0.166667,0,9.833333,0,1.333333,1.333333,0,0,26.83333,0,0,0,0,0,0,13.33333,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2013,6,0,0,0,0,1,0,0.166667,0,0,0.5,22.83333,1.166667,0.5,0,0,0.166667,0.666667,0.166667,0.333333,0,0,0,0,0.333333,0,37,2.666667,0.333333,0,0.166667,0,0,0,0,0,1,0,0,68.5,0,2,0,0,0,0,0,0.166667,1.333333,4.5,1,1.5,12.33333,2.333333,0,0,20.66667,0,1.666667,1.166667,0,0,16.5,0,0,0,0,0,0.166667,5.333333,0,0.333333,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2014,6,1,0,0,0.166667,0.833333,0,0,0,0,0.166667,27,2.166667,0.666667,0,0,0.166667,2,0,0.5,0,0,0,0,0,0,38.66667,0.333333,0.333333,0.333333,1.5,0,0,0,0,0.333333,0,0,0,46,0,0.166667,0,1.5,0,0,0,0,0,7.5,26.33333,14.83333,7,2.833333,0,0,0.666667,0,0.833333,6.333333,0,0,61.5,0,7.666667,4.333333,0,0,1.5,1.833333,0,0.166667,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2015,6,0,0.666667,0,0.166667,0.5,0.333333,0,0,0,0.5,20.5,1,0.5,0,0,0.666667,3.166667,0.666667,1.666667,0,0,0,0,0,0,11.83333,0.166667,0.333333,0,25.33333,0,0,0,0,0,0,0,0,20,0,0,0,0.5,0,0,0,0,0,5.666667,90,0.166667,8.666667,1.333333,0,0,3.333333,0,0.666667,0.166667,0,0,18.5,0,0,0,0,0,0.333333,3.666667,0,0,0,0,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2016,6,0,0.166667,0,0.666667,2.166667,0.666667,0,0,0,0.833333,23.33333,0.666667,0.5,0,0,0.166667,3.833333,0.666667,2.166667,0,0,0,0,0.666667,0,25.16667,0,0,0,23.33333,0,0,0,0,0,0,0,0,21.33333,0,0,0,1.166667,0,0,0,0,0,8.666667,282.8333,0.166667,2.5,2.833333,1.5,0,0.666667,0,0.666667,1.5,0,0,30.83333,0,0,0,0,0,0.166667,0.166667,0,0,0,3.666667,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2017,6,0,0.166667,0,0,2.5,0,0,0,0,1.666667,28.66667,1,0.833333,0,0,0,2.833333,0.5,0.5,0,0,0,0,0.5,0.333333,34.33333,0.333333,0.166667,0,31.16667,0,0,0,0,0,0.666667,0,0,35.33333,0,0.166667,0,6.833333,0,0,0.166667,0,0,7.5,344.5,0.166667,1.666667,2.666667,0,0,0.666667,0,2.333333,4.666667,0,0,28.66667,0,0.666667,0.833333,0,0,0.166667,9.5,0,0,0,35.16667,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2018,6,0,0,0,0.166667,1.333333,1.166667,0,0,0,1.5,35.33333,0.833333,0.166667,0,0,0,2.666667,0,0.666667,0,0,0,0.333333,0,0,9,0.166667,0.666667,0,56.66667,0,0,0,0,0.5,0.333333,0,0,26,0,0.333333,0,2,0,0,0,0,0,0.833333,571.1667,1.333333,1.833333,4.833333,0,0,34.5,0,1.5,0.5,0,0,9.5,0,0,0,0,0,0,19.66667,0,0,0,122.6667,0.833333
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2019,6,0.166667,0,0,0.333333,0.666667,0.166667,0,0,0,2.166667,29,0.333333,1.166667,0,0,0,25.66667,0,0.5,0,0,0,0,0.333333,0,0,0,1.166667,0,49.16667,0,0,0,0,0.166667,0,0,0,25.16667,0,0,0,0,0,0,0,0.333333,0,3,526.6667,0,1.166667,2.833333,0.333333,0,3.333333,0,0.833333,0.166667,0,0,38.66667,0,0,0,0,0,0,4.833333,0,0,0.5,246.8333,0
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2020,6,0,0,0,0.166667,2.5,0,0,0,0,0.5,38.33333,0.5,1.5,0,0,0.5,0.333333,0,0.5,0,0,0,0,0,0,0,0,1.5,0,39.33333,0,0,0,0,0,0,0,0,29.66667,0,0.5,0,1.166667,0,0,0,0,0,0.166667,1875,0,1.333333,3.5,3.5,0,3.5,0,0.833333,1.166667,0,0,23.5,0,0,0,0,0,0,9.166667,0,0,0.333333,1065,0.833333
BLUEFISH_UC,36.5222,-121.9435,Point Lobos SMR,SMR,MPA,CCSR,1973,2021,6,0,0,0,0.5,3.166667,0.166667,0,0,0,1.166667,26.83333,1.333333,2.666667,0,0,0.5,0.5,0,2.333333,0,0,0,0,0,0,0,0,0.166667,0,33,0,0,0,0.166667,0.166667,0,0,0,36.16667,0,0.666667,0.166667,1.833333,0,0,0,0,0,1.166667,881,0,2,3.166667,0,0,11.66667,0,3.166667,0,0,0,1,0,0,0.333333,0,0,0.166667,1.5,0,0,0.333333,531,2.5
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2007,6,8.333333,0,0,0,0,0,0.166667,0,0,0.833333,2.5,2,0,0,0,0,3.166667,0.166667,0,0,0,0,0,0.5,0,4.5,0.5,0.166667,0,0,0,0,0,0,12.33333,2,0,0,82.66667,3.166667,17.83333,0.5,0.5,0,0,0,0,0.666667,0.166667,0.333333,13.16667,13.33333,8,0.166667,0,0,0,4,113.6667,0,0,75,0,0,0,0,0,0,1.166667,0,0,0,0,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2008,6,2.166667,0,0,0.333333,0,0,0,0,0,0,3.5,1.666667,0,0,0,0,1,0.166667,0.166667,0,0,0,0,0,0,12.16667,0,0,0,0,0,0,0,0,2,1.166667,0,0,67.5,0.166667,5.166667,0.833333,0.166667,0,0,0,0,0.333333,0.333333,0,4,11.16667,1.333333,0,0,0,0,3,60.5,0,0,112.3333,0,0,0,0,0,0,0,0,0.166667,0,0,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2009,6,5.666667,0,0,0.666667,0,0,0,0,0,1.166667,9.333333,4,0,0,0,0,0.333333,0,0,6.166667,0,0,0,0.5,0,6,0,0,0,0.166667,0,0,0,0,0,0,0,0,123,0,17.33333,4.5,1.333333,0,0,0,0.166667,2.5,0,0.666667,44.66667,19.66667,4.5,0,0,0,0,4.833333,73,0,0,68.33333,0,0,0,0,0,0.166667,1,0,0,0,0,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2010,6,0,0.5,0,0.166667,0,0,0,0,28,0.166667,2.166667,0.833333,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,18.66667,0.166667,0.166667,0,0,0,0,0,0,33.66667,0.166667,0,0,36.83333,0,6.666667,1.666667,0.5,0,0.166667,0,0,0.833333,2.166667,0.333333,4.666667,8,2.333333,0.666667,0,0,0,1.833333,37.5,0,0,68.5,0,0,0,0,0,0,0,0,0.333333,0,0,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2011,6,5.333333,0,0,0.333333,0,0,0,0,0,0,7,1.666667,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,0,11.5,0,0.166667,0,0,0,0,0,0,0.166667,0.666667,0,0,74.33333,0.166667,6,1.333333,0.166667,0,0,0,0,1.166667,0.833333,0.333333,4.666667,8.666667,4.333333,0,0,0,0,2,44.5,0,0,73.66667,0,0,0,0,0,0.166667,3.833333,0,0.5,0,0,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2016,6,2.166667,0,0,0,0,0.833333,0,0,0,1,5.166667,0.5,0,0,0,0,3,0,0.333333,0,0,0,0,0,0,31.33333,0,0,0,1.333333,0,0,0,0,3.666667,0,0,0,30,0,0,0,1.666667,0,0,0,0,0.166667,0.166667,12.83333,1,12.66667,3.666667,0.666667,0,0,0,1.666667,11,0,0,44,0,0,0,0,0,1.666667,0,0,0,0,0.166667,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2017,6,2.333333,0,0,0,0,0.5,0,0,0,1.333333,6.333333,0.333333,0,0,0,0,2.833333,0,0,0,0,0,0,0,0,63.83333,0,0,0,1,0,0,0,0,6.666667,0,0,0,29.16667,0,0.166667,0.666667,1.166667,0,0,0,0,0,4.333333,14.5,2.666667,14.16667,2.166667,0.833333,0,0,0,2.666667,48,0,0,33.83333,0,0,0,0,0,1,0.833333,0,1,0,3.5,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2018,6,3.166667,0,0,0.166667,0,0.166667,0,0,0,2.166667,2.666667,1,0.166667,0,0,0.166667,0.666667,0,0.333333,0,0,0,0,0,0.833333,0,0,0,0,1.666667,0,0,0,0,4.833333,0,0,0,31.5,0,0.166667,0.166667,0.333333,0,0,0,0,0,0.5,26.16667,1.833333,5.833333,2.5,0.166667,0,0.166667,0,3.333333,91,0,0,52.33333,0,0,0,0,0,2.166667,0.5,0,0,0.333333,9,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2019,6,3.666667,0.833333,0,0.333333,0,14.66667,0,0,0,6.166667,8.333333,2.166667,0,0,0,0,1.166667,0,0.5,0,0,0,0,0,0.166667,43.83333,0,0,0,5,0,0,0,0,1.333333,0.166667,0,0,35.66667,0,0.166667,0,1.333333,0,0,0,0,0,2.333333,356.1667,11.66667,11.66667,3.333333,0.333333,0,0,0,4.833333,41.33333,0,0,41.16667,0,0,0,0,0,1.166667,2,0.166667,0.833333,0,2.166667,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2020,6,7.333333,0,0,0,0,0,0.5,0,0,10.5,8.333333,2,0.166667,0,0,0,3.333333,0,3.166667,0,0,0,0,0.166667,0,29.5,0,0,0,3.5,0,0,0,0.333333,1.166667,0,0,0,43,0,0.166667,0,1.333333,0,0,0.166667,0,0,1.5,150.3333,3,9.166667,2.833333,0,0,0,0,1.333333,35,0,0,57.16667,0,0,0,0,0,1.666667,0,0,0,0.666667,15,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2021,4,6,0,0,0.25,0,0,0,0,0,11.5,14,0,5,0,0,0.75,1.25,0,1.5,0,0,0,0,0,0,36,0,0.25,0,7.75,0,0,0,0,13,0,0,0,40.25,0,0,0,3.25,0,0,0,0,0,1.75,55.25,7.75,7.75,5,0,0,0,0,0.75,36.25,0,0,111,0,0,0,0,0,4,0,0,0,1,26.75,0
BUCHON,35.2441,-120.9011,Point Buchon SMR,SMR,MPA,CCSR,2007,2022,4,3.75,0,0,0,0,0.75,0,0,0,6.25,9.75,0.25,0,0,0,0.25,2.75,0,0.25,0,0,0,0,0.75,0,21.5,0,0,0,10.75,0,0,0,0,6.25,0,0,0,27.75,0,0.25,0,4.75,0,0,0,0.75,0,3.5,224,12.5,14.25,2.5,0,0,0,0,0.75,91.25,0,0,140.5,0,0,0,0,0,0.75,8.25,0,0,0.25,13.75,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2010,6,4.166667,0,0,0,0,0,0.166667,0,0,0,0,0,0.833333,0,0,0,0,0,23.66667,8.166667,0,0,0,0,0.333333,222.8333,0,0,0,0,0,0,0,0.333333,0,0,0.166667,0,0.5,11.83333,4,0,0,209,0,0,0,0.166667,9.333333,18.5,2.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2011,6,2.833333,0,0,0,0,0,0.166667,0,0,0,0,0.166667,1.333333,0,0,0,0,0,9.166667,10.5,0,0,0,0,0,27.33333,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.333333,11.66667,7.5,0.166667,0,170.3333,0,0.166667,0,0.166667,17,1.666667,9.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2012,6,1.666667,0,0,0,0,0,0.333333,0,0,0,0,0,2.833333,0,0,0,0,0,14.5,8.833333,0,0,0,0,0,149.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,6.5,2.333333,0,0,167,0,6.5,0,1.166667,5.166667,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2013,6,7.166667,0.166667,3.5,0,0,0,1.666667,0,0,0,0,0,1.5,0,0,0,0,0,18,4.666667,0,0,0.333333,1.5,0.166667,244,0,0,0,0,0,0,0,0.166667,0,0,0.5,0,0.5,8.5,6.666667,0,0,115,0,0.5,0,0.166667,19.5,0.5,6.666667,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2014,6,2.666667,0,0,0,0,0.333333,0.166667,0,0,0,0,0,0.333333,0,0,0,0,0,21.83333,12.66667,0,0,0,0,0,215,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,188.5,0,0.666667,0.166667,0,33.5,5.166667,11,0,0,0,0,0,0,0,0,0,0,0,0,2.666667,0,0,0,0,0,0,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2006,6,0,0.333333,0,0,0,0.5,0,0,0,1.166667,26,0.333333,1.166667,0,0,0,0,1.5,0.166667,0,0,0,1,0.833333,0,175.8333,0.666667,0,0,0,0,0,0,0,0.5,2,0,0,103.8333,0.166667,7.333333,0.5,0.833333,0,0.166667,0,0,0.333333,0.5,0.166667,8.5,11,3,0.666667,0,0,0,3.833333,1.166667,0,0,0.333333,0,0,0,0,0,0.166667,0.166667,0,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2007,6,0.166667,0,0,0,0,0.333333,0,0,0.166667,0.166667,10.16667,0.166667,1.5,0,0,0,1.333333,0.666667,0,0,0,0,0.333333,0.666667,0,116,0.833333,0,0,0,0,0,0,0.5,7.166667,0.5,0,0,61.83333,0,4,0.333333,0.5,0,0.166667,0,0,0,2.333333,0.833333,8.333333,3.833333,1.333333,0,0,0,0,3,0.666667,0,0,21.33333,0,0,0,0,0,0,6.333333,0.166667,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2008,6,0,0,0,0.333333,0,0,0.166667,0,0.166667,0.166667,12.5,0.5,1.5,0,0,0,2.833333,0,0.333333,0,0,0,0,0.333333,0,104.1667,0.666667,0.166667,0,1.166667,0,0,0,0,19.83333,0.5,0,0,92.83333,0,7,0.5,1.5,0,0,0,0,0,2.666667,1.833333,3,6.333333,2,0,0,0,0,4,39.83333,0,0,6.666667,0,0,0,0,0,0,3.333333,6.833333,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2010,6,0.166667,0,0,0.833333,0,0,0,0,0.166667,0,14.16667,0.333333,1,0,0,0,1.166667,0,0,0,0,0,0.166667,0,0,160.8333,1.833333,0.166667,0,0,0,0,0,0.5,9.833333,0.833333,0,0,85.5,0.166667,6.5,0.666667,2,0,0,0,0.166667,0.5,1.666667,11.33333,0.666667,9.666667,1.333333,0,0,0,0,4.166667,9.5,0,0,3.5,0,0,0,0,0,0,1,61.5,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2011,6,0,0,0,1.166667,0,0.166667,0.166667,0,0,0.5,16.83333,0.5,1.333333,0,0,0,0.166667,0,0.333333,0,0,0,0,1.166667,0,100.3333,2.333333,0.166667,0,0.5,0,0,0,0.166667,1.166667,1,0,0,96.66667,0,3,0.333333,0.5,0,0.333333,0,0,0.166667,5.5,10.33333,5.833333,5.166667,3.5,0,0,0,0,4.333333,32.33333,0,0,18,0,0,0,0,0,1,16,3.666667,0,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2013,6,0.166667,0,0,0.333333,0,0.166667,0.666667,0,0.166667,1,22.16667,0.666667,1,0,0,0,1.833333,0,0.833333,0,0,0,0,0.833333,0,64.16667,1.333333,0.166667,0,0,0,0,0,2.833333,1.333333,0.666667,0,0,57.83333,0.166667,7,0.833333,0.5,0,0,0,0,1.333333,3.666667,1,2.666667,3.666667,2.166667,0.333333,0,0,0,3.666667,18.33333,0,0,1.333333,0,0,0,0,0,1.333333,2,0,2.666667,0,0,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2014,6,0.166667,0,0,0.166667,0,29,0,0,0,0.833333,39,1.666667,2,0,0,0.166667,3.5,0,0.5,0,0,0,0,4.333333,0,248.6667,1.333333,0.666667,0,12,0,0,0,1.166667,0,0,0,0,123.6667,0,3.833333,0.333333,2.5,0,0,0,0.5,0.833333,2.166667,43,65.5,6.5,3.5,0.166667,0,0,0,13.5,4.666667,0,0,2.666667,0,0,0,0,0,9.666667,1.5,0,22.5,0,0.166667,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2015,6,0,0,0,1,0,4.833333,0,0,0,4.5,12.16667,1.666667,1.666667,0,0,0,0.333333,0,0,0,0,0,0,0.666667,0,234,0.166667,0.166667,0.333333,41.5,0,0,0,0.5,0,0.166667,0,0,27,0,2.666667,0.166667,7.166667,0,0,0,0,0,3,709.1667,15.66667,3.333333,3.833333,0,0,0,0,4.833333,8.166667,0,0,2,0,0,0,0,0,1.166667,4.666667,1,1,0.166667,17.33333,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2017,6,0.5,0.166667,0,0.666667,1,12.83333,0,0,0,1.666667,20.5,0.666667,3.833333,0,0,0,2.833333,0.333333,0.833333,0,0,0,0,0.833333,0.166667,177.3333,0,0.5,0,46.33333,0,0,0,0,15,0.166667,0,0,36.33333,0,2.833333,0.166667,7,0,0,0,0.166667,0,0.833333,101,26,4.666667,0.333333,0,0,0,0,8.333333,28.5,0,0,5.833333,0,0.166667,0.5,0,0,6.166667,19.16667,0,17,0,3.5,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2018,6,3.666667,0,0,2.666667,2,28.66667,0.666667,0,0,2.666667,37.33333,0.166667,2.166667,0,0,1.166667,1.833333,0,0.833333,0,0,0,0,0.166667,0,30.83333,0,1,0,27,0,0,0,0,6.833333,0.166667,0,0,82.83333,0,1.666667,0.166667,13,0,0,0.166667,0,0,1.833333,115,28,12.66667,2.166667,0,0,0,0,9.833333,23.33333,0,0,3.5,0,0,0,0,0,2.666667,5.5,0,7.333333,0.5,24.16667,0.333333
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2019,6,0,0.333333,0,1.333333,2,1.833333,0.166667,0,0,1.333333,27.33333,1.5,4,0,0,0,2.5,0,0.166667,0,0,0,0,0.166667,0,0,0.166667,1.5,0,112.3333,0,0,0,0.5,0,0,0,0,31.66667,0,1,0,1,0,0,0,0,0,1.166667,2020.333,5,7.666667,2.833333,0.833333,0,0,0,4,2,0,0,4.166667,0,0,0,0,0,3.666667,0,0,0.166667,0.666667,73.33333,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2020,6,0,0,0,3.166667,1.666667,0.5,0.333333,0,0,2.166667,23.16667,0.333333,7.5,0,0,0.166667,3,0,0.333333,0,0,0,0,0,0,1.5,0,0,0,65.83333,0,0,0,0.666667,3.833333,0,0,0,55.16667,0,0.333333,0,7.333333,0,0,0,0,0,2,405.3333,6.333333,2.833333,1.833333,1.666667,0,0,0,2.333333,4.333333,0,0,8.5,0,0,0,0,0,0.666667,3,0,0,0,29.83333,0
BUTTERFLY_DC,36.5374,-121.9357,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2021,6,0,0,0,0.833333,1,16.33333,0.166667,0,0,1,15.66667,0,6.833333,0,0,0.166667,0.666667,0,0,0,0,0,0,0.5,0,121.3333,0.166667,1.166667,0,13.5,0,0,0,0.166667,33.83333,0,0,0,37.66667,0,2,0,1.333333,0,0,0,0.5,0,0.666667,375.5,24,1,0.5,0,0,0,0,8.333333,18.16667,0,0,9,0,0.5,0,0,0,3.5,34,0,4.5,1.333333,35.83333,0.333333
BUTTERFLY_UC,36.5397,-121.9363,Carmel Bay SMCA,SMCA,MPA,CCSR,1933,2006,6,0,0,0,0.166667,0,0,0,0,0,0,8,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.666667,0,78.83333,1.333333,0,0,0,0,0,0,0.333333,0.333333,0.333333,0,0,50.5,0,2.333333,0.166667,1.5,0,0,0,0,0.666667,2.666667,0.5,2.166667,5,2.166667,0,0,0,0,1.833333,21.83333,0,0,1.166667,0,0,0,0,0,0.333333,0,2.333333,0,0,0,0
