SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,upctrans,upc_COVERAGLSTR,upc_COVERANEM,upc_COVERBARNAC,upc_COVERBARROC,upc_COVERBARSAN,upc_COVERBRANCH,upc_COVERBROWN,upc_COVERBRYO,upc_COVERBUSHY,upc_COVERCLAM,upc_COVERCOMTUN,upc_COVERCORCAL,upc_COVERCRUCOR,upc_COVERCUCSPP,upc_COVERCUPCOR,upc_COVERDEADHOLD,upc_COVERDESSPP,upc_COVERDIACAL,upc_COVERDICTYOTALES,upc_COVERDIOCHA,upc_COVEREGRMEN,upc_COVERENCRED,upc_COVERERECOR,upc_COVERGORGAD,upc_COVERGREEN,upc_COVERHYDROID,upc_COVERLACY,upc_COVERLAMHOLD,upc_COVERLEAFY,upc_COVERMACPYRHF,upc_COVERMUD,upc_COVEROCTOCORAL,upc_COVERPHRCAL,upc_COVERSALTRI,upc_COVERSCUM,upc_COVERSHELL,upc_COVERSOLTUN,upc_COVERSPONGE,upc_COVERSTEOSM,upc_COVERTHYSQU,upc_COVERTUBEMAT,upc_COVERTUBEWORM,upc_COVERTURF,upc_RELIEFFLATREL,upc_RELIEFHIREL,upc_RELIEFMODREL,upc_RELIEFSLTREL,upc_SUBSTRATEBEDRK,upc_SUBSTRATEBOULD,upc_SUBSTRATECOB,upc_SUBSTRATESAND,upc_SUPERLAYERUNDBRIT,upc_SUPERLAYERUNDDET,upc_SUPERLAYERUNDLAMFAR,upc_SUPERLAYERUNDPAC,upc_COVERSCSB99RED,upc_COVERSARHOR
ARROYO_QUEMADO_W,34.4684,-120.1252,Naples SMCA,reference,reference,SCSR,0,2019,6,0,1,0,7,19,9,1,2,0,3,0,0,13,6,3,1,0,0,0,9,0,1,7,0,0,1,0,0,0,2,1,0,0,0,9,2,0,1,3,1,0,1,0,36,0,2,62,94,2,2,1,0,1,0,0,0,0
ARROYO_QUEMADO_W,34.4684,-120.1252,Naples SMCA,reference,reference,SCSR,0,2020,6,0,1,0,5,27,7,1,4,0,1,0,0,6,0,0,1,0,0,0,6,0,0,3,0,0,0,0,1,0,3,31,0,0,0,2,1,0,0,3,0,0,0,0,2,0,0,98,89,1,1,9,0,4,0,0,0,0
ARROYO_QUEMADO_W,34.4684,-120.1252,Naples SMCA,reference,reference,SCSR,0,2021,6,0,2,0,32,3,0,0,3,1,0,1,1,21,3,0,0,1,0,0,8,0,6,6,0,0,0,0,0,0,2,3,0,1,0,2,2,0,0,0,1,0,1,2,31,0,0,69,82,1,17,1,0,5,0,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2010,6,0,1,0,31,18,2,4,4,2,7,0,0,1,8,0,0,0,0,0,3,0,1,0,0,0,1,0,3,3,4,0,0,1,0,0,5,0,0,1,0,0,1,1,69,0,0,31,69,1,19,12,0,3,2,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2011,6,0,3,1,45,7,9,4,0,1,2,0,0,2,0,0,1,2,0,0,2,0,1,1,0,1,1,2,5,2,1,1,0,1,0,0,5,0,0,1,0,0,0,2,71,0,0,29,78,2,19,1,0,1,4,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2012,6,0,1,1,36,6,14,1,5,1,1,1,0,3,0,0,4,0,0,0,3,0,1,0,0,0,2,2,6,1,2,0,0,1,0,0,10,0,0,0,0,0,0,0,56,0,0,44,68,4,28,0,0,10,3,0,0,0
BULLITO,34.4554,-120.3321,Point Conception SMR,reference,reference,SCSR,0,2014,6,0,0,1,25,18,15,7,1,1,0,0,0,4,0,0,1,0,0,0,0,0,1,6,0,0,0,0,1,6,4,0,0,0,0,0,7,0,1,1,0,0,1,0,80,0,0,20,77,0,21,2,0,5,8,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,1999,6,0,0,0,34,23,1,3,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,69,0,0,14,54,0,14,32,0,0,0,0,9,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2000,6,0,3,0,17,17,6,4,1,0,3,1,0,2,1,0,0,2,0,0,8,1,0,2,0,0,1,0,3,2,2,1,0,0,0,5,5,0,0,4,0,0,0,0,74,0,1,25,73,0,9,18,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2001,8,0,0,0,22,6,15,1,6,0,0,0,0,5,0,0,0,4,0,0,16,0,1,1,0,0,0,0,4,1,5,5,0,0,0,0,3,1,1,1,0,0,0,0,84,0,0,16,56,2,25,17,0,0,3,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2002,6,0,2,0,22,15,1,0,4,1,3,2,0,5,0,0,0,0,0,0,12,0,1,3,0,0,1,0,1,0,4,10,0,0,0,6,0,1,1,6,0,0,0,0,87,0,0,13,50,0,8,43,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2003,6,1,2,0,13,13,3,0,4,3,5,2,0,6,2,0,0,0,0,0,10,0,0,3,0,0,0,1,2,0,7,11,0,0,0,7,1,0,2,1,0,0,1,1,79,0,1,21,88,0,0,12,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2004,6,0,1,0,31,5,2,0,1,0,2,7,0,10,0,0,4,0,0,0,12,0,1,0,0,0,1,1,1,0,6,9,0,0,0,0,1,0,4,0,0,0,0,0,53,0,0,46,69,4,23,4,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2005,6,0,0,0,18,2,1,0,3,1,1,1,0,4,0,0,0,45,0,0,7,0,0,1,0,0,1,0,1,0,7,2,0,0,0,1,1,0,2,1,0,0,0,0,41,0,0,59,85,0,13,3,0,1,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2006,7,0,4,0,13,0,4,0,11,0,10,4,1,6,2,2,5,0,0,0,23,0,2,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,52,0,0,48,66,0,33,0,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2007,6,0,2,0,21,4,9,0,2,1,3,4,0,6,2,1,3,0,0,0,23,0,0,9,0,0,0,0,2,4,1,0,0,1,0,0,0,1,2,0,0,0,0,0,80,0,0,20,63,0,14,22,0,0,41,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2008,6,0,0,0,42,3,0,0,5,0,1,2,0,12,0,0,3,2,0,0,5,0,3,1,0,0,0,0,1,0,4,0,0,0,0,13,0,0,1,1,0,0,0,2,84,0,0,16,74,0,22,4,0,0,0,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2009,6,0,0,0,36,0,6,0,6,0,5,2,0,10,0,0,2,0,0,0,7,0,2,2,0,0,0,1,3,2,6,2,0,0,0,2,4,0,3,0,0,0,0,0,53,0,0,47,74,1,26,0,0,0,2,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2010,6,0,1,8,11,1,3,0,12,0,10,1,1,8,1,2,3,0,1,0,18,0,0,0,0,0,0,0,1,1,8,0,0,0,0,6,1,1,4,0,0,0,0,0,38,0,0,62,89,3,8,0,0,0,2,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2011,6,0,0,1,29,3,8,1,8,0,1,4,0,9,0,1,2,1,0,0,12,0,1,0,0,0,1,4,1,3,2,0,0,2,0,2,2,0,1,0,0,0,0,2,44,0,0,56,92,1,7,0,0,3,1,0,0,0
COJO_E,34.4413,-120.4168,Point Conception SMR,reference,reference,SCSR,0,2012,6,0,1,1,27,10,6,2,3,0,0,1,0,9,1,0,2,0,0,0,2,0,4,6,0,0,0,1,3,3,2,0,0,0,0,1,4,1,8,1,0,0,1,1,60,0,0,40,76,3,21,0,0,0,11,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,1999,6,0,1,0,38,19,0,6,1,0,0,0,0,3,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,79,0,0,4,76,0,4,19,0,0,0,0,9,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2000,6,0,1,0,17,18,5,8,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,2,0,0,2,0,3,7,1,2,0,0,0,0,6,0,0,0,0,0,1,0,97,0,0,3,79,0,0,21,0,0,0,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2001,5,0,0,0,25,6,5,0,7,1,0,0,0,6,0,0,0,0,0,0,22,0,2,4,0,0,0,1,5,0,6,9,0,1,0,0,1,0,0,0,0,0,0,0,98,0,0,2,48,2,28,22,0,0,4,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2002,6,0,0,0,28,1,6,0,6,0,0,0,0,3,0,0,0,0,1,0,12,0,1,1,0,0,1,0,1,0,8,26,0,0,0,3,1,0,0,1,0,0,0,0,97,0,0,3,55,0,13,31,0,0,0,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2003,6,0,0,0,32,6,7,0,4,2,0,2,0,5,0,0,0,1,0,0,19,1,1,2,0,0,1,1,0,2,6,4,0,1,0,0,0,0,1,1,0,0,0,0,49,0,0,51,77,1,15,7,0,0,12,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2004,6,0,1,0,23,8,3,0,3,0,0,2,0,5,0,1,3,0,0,0,25,0,0,0,0,0,3,0,0,3,11,7,0,0,0,0,1,0,1,0,0,0,0,0,58,0,0,43,53,1,20,26,0,0,6,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2005,6,0,0,1,29,2,1,0,4,1,1,0,0,6,0,0,4,3,0,1,18,0,1,2,0,0,2,0,1,1,3,16,0,0,0,0,1,0,1,1,0,0,0,0,48,0,0,52,79,1,15,5,0,5,2,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2006,6,0,3,0,12,1,5,0,9,0,7,0,0,2,1,0,5,0,0,0,31,0,1,1,0,0,1,0,2,1,7,3,0,2,0,0,0,0,4,0,0,0,1,0,86,0,0,14,29,0,51,21,0,0,0,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2007,6,1,4,0,16,6,9,0,4,0,2,5,0,6,0,0,1,0,0,0,18,0,1,2,0,0,0,0,1,0,4,14,0,1,0,0,0,0,5,0,0,0,0,0,71,0,0,29,42,0,27,32,0,0,25,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2008,6,0,1,0,56,11,1,0,1,0,1,0,0,11,0,0,1,0,0,0,8,0,3,2,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,68,0,0,32,77,0,14,9,0,0,3,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2009,6,1,0,0,44,8,4,2,3,1,0,1,0,7,0,0,2,0,0,0,11,0,2,2,0,0,0,1,1,3,3,1,0,0,0,0,2,1,1,0,0,1,0,1,62,0,0,38,73,1,19,8,0,0,7,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2010,6,0,2,7,11,11,5,0,6,0,4,2,1,11,1,0,4,0,0,0,7,0,2,6,0,0,0,1,1,3,4,0,0,7,0,1,1,1,2,0,0,0,1,0,33,0,0,67,82,3,10,5,0,3,9,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2011,6,0,1,1,42,7,4,1,4,1,0,1,0,10,0,0,2,0,0,0,4,0,0,3,0,0,1,2,6,0,2,1,0,6,0,0,1,0,2,0,0,0,1,1,51,0,0,49,72,4,23,1,0,0,1,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2012,6,0,0,2,27,7,13,4,3,1,1,1,1,11,0,0,1,1,0,0,6,0,1,4,0,0,0,2,2,5,2,0,0,2,0,0,3,0,1,1,0,0,0,0,56,0,0,44,61,3,31,6,0,2,6,0,0,0
COJO_W,34.4432,-120.4233,Point Conception SMR,SMR,MPA,SCSR,2012,2014,6,0,1,3,32,11,2,0,2,0,1,0,0,11,0,0,1,0,0,0,11,0,2,1,0,0,0,1,6,7,5,0,0,0,0,0,1,0,3,0,1,0,0,0,39,0,0,61,58,0,32,9,1,0,11,0,0,0
COUNTY_LINE,34.043,-118.9522,Point Dume SMCA,reference,reference,SCSR,0,2010,6,0,1,0,2,6,1,0,5,2,1,4,1,32,0,1,1,0,1,0,10,0,2,1,2,0,0,3,0,0,1,0,0,2,0,7,0,1,9,1,0,0,2,3,2,0,9,89,93,4,0,2,0,1,0,0,0,0
COUNTY_LINE,34.043,-118.9522,Point Dume SMCA,reference,reference,SCSR,0,2011,6,0,0,0,6,6,6,1,3,3,0,1,4,34,0,12,1,0,0,0,2,0,7,2,1,0,1,3,0,3,1,0,0,0,0,2,1,0,2,2,0,0,0,0,3,5,15,77,82,11,1,7,0,0,1,0,0,0
COUNTY_LINE,34.043,-118.9522,Point Dume SMCA,reference,reference,SCSR,0,2012,6,0,1,1,0,21,7,1,3,0,0,0,6,22,0,7,0,0,2,0,8,0,1,6,0,0,0,2,0,7,1,0,0,1,0,1,1,0,2,1,0,0,0,2,4,10,4,82,69,2,1,27,0,0,0,0,0,0
DUNES,34.7731,-120.6502,Vandenberg SMR,reference,reference,CCSR,0,2009,6,3,0,10,7,8,16,0,2,3,0,1,0,17,0,3,0,0,0,0,0,0,6,5,0,0,1,1,0,4,0,0,0,0,0,6,4,0,6,0,0,0,0,0,5,0,3,92,86,7,5,3,0,0,0,0,0,0
EL_MATADOR,34.0333,-118.8702,Point Dume SMCA,SMCA,MPA,SCSR,2012,2010,6,0,1,0,8,10,7,0,12,2,0,0,1,11,0,2,2,0,0,0,13,0,4,1,1,0,3,3,0,6,5,0,0,1,0,4,1,0,3,1,1,0,0,0,1,2,4,93,55,34,1,10,0,2,0,0,0,0
EL_MATADOR,34.0333,-118.8702,Point Dume SMCA,SMCA,MPA,SCSR,2012,2011,6,0,0,0,1,11,15,2,4,3,0,1,1,18,0,4,3,0,1,0,4,0,1,3,2,0,7,3,0,8,3,0,0,0,0,0,2,2,1,0,0,0,0,1,16,0,3,81,53,32,1,14,0,0,0,0,0,0
EL_MATADOR,34.0333,-118.8702,Point Dume SMCA,SMCA,MPA,SCSR,2012,2012,6,0,1,0,2,19,12,1,16,1,0,3,3,8,0,8,1,0,1,0,7,0,2,1,2,0,2,1,0,2,3,0,0,0,0,1,0,1,0,1,0,0,0,2,4,0,5,91,76,7,0,17,0,2,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2010,6,0,0,0,23,6,2,0,11,2,5,1,0,13,0,0,2,0,1,0,9,0,3,1,2,0,1,2,1,3,2,0,1,1,0,2,1,2,3,0,0,0,3,0,18,0,0,82,86,2,5,7,0,1,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2011,6,0,1,0,20,5,0,0,2,1,10,1,1,21,0,1,1,0,0,0,9,0,6,0,0,0,0,18,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,4,87,88,6,2,4,0,0,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2012,6,1,0,0,20,9,0,3,0,2,11,2,0,27,1,0,0,0,0,0,1,0,1,0,1,0,1,2,0,2,0,3,0,0,0,8,6,0,1,0,0,0,1,1,2,0,3,95,67,12,13,8,0,1,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2014,6,0,1,0,25,12,1,4,0,2,0,0,0,21,1,0,0,9,1,0,1,0,2,2,0,0,0,6,0,2,1,0,0,0,0,4,6,0,1,0,0,0,0,1,6,0,3,91,73,6,14,7,0,0,4,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2015,6,0,1,0,22,7,1,2,4,1,6,1,1,34,0,1,1,6,0,0,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,4,0,1,0,0,0,3,0,18,0,1,81,82,7,11,1,0,0,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2016,6,0,0,0,11,4,8,4,1,1,6,1,0,25,0,0,2,3,0,1,1,0,12,3,1,0,0,1,0,1,5,0,0,0,0,1,5,0,0,1,1,0,1,0,3,0,3,94,91,3,3,2,0,1,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2017,6,1,0,0,18,13,4,0,3,0,3,2,1,21,1,0,2,1,2,0,4,0,2,6,1,0,4,0,0,1,1,0,0,3,0,1,2,0,1,2,0,0,1,0,12,0,1,87,92,1,2,6,0,0,0,0,0,2
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2018,6,0,0,0,4,2,3,0,16,1,2,2,0,31,0,0,3,0,3,1,6,0,1,6,0,0,1,0,0,0,1,0,0,6,0,1,6,0,2,1,1,0,3,1,4,0,16,79,96,2,2,1,0,0,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2019,6,1,1,0,11,7,0,0,12,0,7,1,1,40,0,1,0,0,0,0,7,0,1,1,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,1,2,0,2,96,89,2,3,6,0,0,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2020,6,0,0,0,16,4,3,1,3,1,1,1,1,49,0,0,0,0,1,3,5,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,3,0,0,97,77,8,7,8,0,0,0,0,0,0
HORSESHOE_REEF_E,34.3895,-119.5448,Campus Point SMCA,reference,reference,SCSR,0,2021,6,1,1,0,12,2,1,0,11,0,7,1,0,18,0,1,0,0,6,1,8,0,6,6,2,0,0,0,1,2,1,0,0,0,0,0,8,0,1,5,0,0,0,0,8,0,12,81,83,4,9,4,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2010,6,0,0,0,34,6,0,0,5,1,1,0,0,24,0,6,0,0,0,0,3,0,2,0,2,0,1,0,0,1,1,0,0,0,0,5,4,2,2,0,0,0,0,0,32,0,4,64,41,30,22,7,1,1,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2011,6,0,0,0,17,3,1,0,4,0,3,0,0,31,0,12,0,0,0,0,2,0,12,0,0,0,0,4,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,4,27,0,0,73,48,36,13,3,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2012,6,0,1,3,8,3,11,2,3,2,9,0,0,23,1,8,0,2,0,0,0,0,4,0,1,0,1,4,0,1,0,4,1,0,0,5,4,0,0,0,0,0,0,0,22,0,7,71,26,43,31,0,6,0,1,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2014,6,0,1,0,13,6,3,0,4,1,1,0,0,18,0,1,0,12,0,0,0,0,5,0,1,2,2,4,0,17,0,2,0,0,0,1,6,0,1,0,0,0,0,0,37,0,11,52,14,62,21,3,0,7,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2015,6,0,0,0,18,5,1,0,3,3,1,1,0,40,0,3,0,7,0,0,1,0,2,1,0,0,0,0,1,1,7,0,0,0,0,0,4,0,1,0,0,0,0,0,24,0,2,73,53,21,25,2,0,1,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2016,6,0,0,0,13,3,16,0,9,0,1,1,0,22,0,4,1,3,0,1,1,0,4,0,1,0,0,0,0,5,4,0,0,0,1,2,4,0,1,0,0,0,2,1,31,0,4,65,60,27,12,1,0,1,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2017,6,1,1,0,16,1,6,0,13,1,4,3,1,18,0,3,0,0,2,0,3,0,1,2,1,0,2,1,1,3,2,1,0,0,2,2,1,1,6,1,1,0,1,0,24,0,4,72,84,4,12,1,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2018,6,0,0,0,5,3,4,1,11,1,1,1,0,17,0,1,2,0,14,0,6,0,0,0,0,0,0,1,0,1,0,13,0,4,0,1,2,7,1,1,1,0,2,0,22,0,6,72,83,9,3,6,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2019,6,0,0,0,6,8,1,0,12,0,5,0,0,31,1,6,1,0,3,1,12,0,1,0,2,0,3,1,1,0,0,0,0,0,1,1,4,0,0,2,0,0,1,0,11,1,9,79,60,21,8,11,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2020,6,0,0,0,14,4,0,0,5,0,2,0,0,33,1,10,0,0,0,1,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,10,2,7,0,0,0,0,0,0,20,0,4,76,46,33,21,0,0,0,0,0,0,0
HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference,SCSR,0,2021,6,0,1,0,11,3,1,0,8,0,3,0,0,28,0,6,0,0,0,0,3,0,3,0,1,0,2,1,0,0,0,17,1,0,0,0,7,1,0,0,0,1,0,1,13,0,5,82,17,41,39,3,0,0,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2009,6,0,1,0,36,3,1,0,9,0,1,7,0,7,1,0,4,0,0,0,8,0,0,1,0,0,2,0,0,0,3,6,0,0,0,3,2,1,2,0,0,0,2,0,18,0,2,80,74,4,22,0,0,0,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2010,6,0,0,0,54,6,1,0,1,0,1,1,1,3,10,1,1,1,0,0,2,0,2,1,0,0,0,1,0,5,2,1,0,2,0,0,1,3,0,0,0,0,1,1,19,0,0,81,81,4,13,2,0,0,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2011,6,0,1,0,34,5,1,10,1,0,3,0,0,17,2,3,0,1,0,0,0,0,4,0,0,2,0,8,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,2,27,0,0,73,81,4,13,2,0,1,2,1,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2012,6,1,2,6,18,1,0,6,1,1,1,0,0,19,3,3,0,3,0,0,0,0,2,1,0,1,0,3,1,4,1,11,0,0,0,8,2,0,0,1,0,0,0,2,24,0,8,68,59,12,29,0,0,1,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2016,6,0,1,0,28,3,3,0,1,1,2,0,1,22,0,2,0,6,0,0,0,0,3,7,0,0,0,4,0,4,3,0,0,0,0,1,1,0,1,7,0,0,1,0,22,0,0,78,87,3,9,0,0,2,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2017,6,0,1,0,33,2,1,0,9,0,2,3,1,14,1,2,2,1,0,0,6,0,2,4,0,0,1,1,0,2,2,1,0,2,0,3,0,0,4,2,0,0,0,0,23,0,4,73,92,2,7,0,0,3,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2018,6,0,2,0,14,2,6,0,6,2,4,4,0,16,0,1,0,0,0,0,11,0,2,12,0,0,0,3,0,2,7,0,0,0,1,0,1,0,4,1,0,0,0,0,7,0,0,93,87,3,9,1,0,2,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2019,6,1,0,0,15,13,6,0,6,0,4,1,1,9,0,1,0,1,0,0,2,0,6,4,0,0,1,2,2,1,4,0,0,0,0,12,3,0,3,0,2,0,1,1,24,0,0,76,87,7,5,2,0,4,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2020,6,0,0,0,10,5,1,0,8,0,1,3,0,12,0,0,1,0,0,0,9,0,0,5,0,0,2,0,0,0,10,4,0,0,0,7,5,0,16,0,2,0,0,0,21,0,0,79,75,6,16,3,0,0,0,0,0,0
IV_REEF_E,34.403,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2021,6,0,1,0,14,3,4,0,8,0,2,2,1,9,0,2,2,5,0,0,13,0,2,8,1,0,3,1,0,2,2,0,0,0,0,0,1,0,12,1,2,0,1,1,19,0,0,81,82,3,9,6,0,2,0,0,0,0
IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2009,6,2,2,0,28,7,0,1,20,1,2,10,0,3,0,0,7,0,1,0,3,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,1,1,2,0,0,0,0,0,35,0,3,62,84,8,1,7,0,0,0,0,0,0
IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2010,6,1,1,0,44,6,1,1,2,0,5,0,0,15,3,1,1,1,1,0,2,0,4,0,0,0,1,1,1,0,2,0,0,0,0,2,3,0,1,0,0,0,0,2,64,0,0,36,67,6,25,2,0,0,0,0,0,0
IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2011,6,0,0,1,27,7,1,5,3,0,4,2,2,25,0,2,0,1,1,0,2,0,2,0,0,1,1,1,2,0,3,0,0,0,0,2,5,0,0,1,0,0,1,2,37,0,2,61,71,5,23,1,0,0,2,2,0,0
IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2012,6,0,0,4,22,4,7,2,3,1,3,5,4,12,0,2,1,2,1,0,1,0,1,3,1,0,0,6,0,4,1,2,0,0,0,1,3,2,0,0,0,0,1,3,37,1,6,57,53,26,18,3,0,1,0,1,0,0
IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA,SCSR,2012,2014,6,0,0,0,13,14,0,0,1,0,1,0,2,28,0,1,0,21,0,0,0,3,2,0,1,2,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,1,0,81,0,2,17,67,2,24,6,0,0,0,0,0,0
