SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,upctrans,upc_COVERAGLSTR,upc_COVERANEM,upc_COVERBARNAC,upc_COVERBARROC,upc_COVERBARSAN,upc_COVERBRANCH,upc_COVERBROWN,upc_COVERBRYO,upc_COVERBUSHY,upc_COVERCLAM,upc_COVERCOMTUN,upc_COVERCORCAL,upc_COVERCRUCOR,upc_COVERCUCSPP,upc_COVERCUPCOR,upc_COVERDEADHOLD,upc_COVERDESSPP,upc_COVERDIACAL,upc_COVERDICTYOTALES,upc_COVERDIOCHA,upc_COVEREGRMEN,upc_COVERENCRED,upc_COVERERECOR,upc_COVERGORGAD,upc_COVERGREEN,upc_COVERHYDROID,upc_COVERLACY,upc_COVERLAMHOLD,upc_COVERLEAFY,upc_COVERMACPYRHF,upc_COVERMUD,upc_COVEROCTOCORAL,upc_COVERPHRCAL,upc_COVERSALTRI,upc_COVERSCUM,upc_COVERSHELL,upc_COVERSOLTUN,upc_COVERSPONGE,upc_COVERSTEOSM,upc_COVERTHYSQU,upc_COVERTUBEMAT,upc_COVERTUBEWORM,upc_COVERTURF,upc_RELIEFFLATREL,upc_RELIEFHIREL,upc_RELIEFMODREL,upc_RELIEFSLTREL,upc_SUBSTRATEBEDRK,upc_SUBSTRATEBOULD,upc_SUBSTRATECOB,upc_SUBSTRATESAND,upc_SUPERLAYERUNDBRIT,upc_SUPERLAYERUNDDET,upc_SUPERLAYERUNDLAMFAR,upc_SUPERLAYERUNDPAC,upc_COVERSCSB99RED,upc_COVERSARHOR
ANACAPA_ADMIRALS_CEN,34.0029,-119.4252,Anacapa Island SMCA,reference,reference,SCSR,0,2007,4,0,2,0,0,11,2,0,3,0,0,7,1,45,0,3,0,0,0,0,3,0,3,2,2,0,0,0,0,0,2,0,0,5,0,0,0,1,1,0,2,0,7,0,14,0,3,83,76,6,6,13,23,0,0,0,0,0
ANACAPA_ADMIRALS_CEN,34.0029,-119.4252,Anacapa Island SMCA,reference,reference,SCSR,0,2009,4,0,1,0,13,4,0,0,4,0,0,2,4,30,1,1,0,0,0,0,3,0,7,1,1,0,0,1,0,0,0,0,2,0,0,8,4,0,3,0,3,0,5,3,0,3,10,87,89,8,3,0,0,0,0,0,0,0
ANACAPA_ADMIRALS_E,34.0034,-119.418,Anacapa Island SMCA,reference,reference,SCSR,0,1999,10,0,1,0,8,20,0,6,8,0,0,0,1,12,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,5,4,20,70,74,11,3,12,0,0,0,0,6,0
ANACAPA_ADMIRALS_E,34.0034,-119.418,Anacapa Island SMCA,reference,reference,SCSR,0,2007,4,0,2,0,1,23,1,0,12,0,0,3,3,21,0,0,0,0,1,0,1,0,1,18,0,0,1,0,0,0,2,0,0,0,0,2,3,0,2,0,1,3,0,0,28,0,12,60,69,13,1,18,0,0,0,0,0,0
ANACAPA_ADMIRALS_E,34.0034,-119.418,Anacapa Island SMCA,reference,reference,SCSR,0,2009,4,0,0,0,2,18,1,2,9,1,0,7,1,7,0,2,1,3,7,0,7,0,1,4,0,0,1,0,0,1,1,0,0,0,0,10,4,0,1,6,1,0,1,2,10,0,13,78,74,0,0,26,0,2,4,0,0,0
ANACAPA_ADMIRALS_W,34.0078,-119.4344,Anacapa Island SMCA,reference,reference,SCSR,0,2007,4,0,3,0,0,9,0,0,12,0,0,0,3,32,0,3,0,0,0,0,1,0,4,9,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,2,0,16,0,5,0,7,88,88,3,2,8,34,0,0,0,0,0
ANACAPA_ADMIRALS_W,34.0078,-119.4344,Anacapa Island SMCA,reference,reference,SCSR,0,2009,4,0,4,0,13,1,1,0,2,6,0,2,5,23,3,0,0,0,1,0,0,0,0,2,1,2,2,0,0,0,1,0,2,0,0,2,0,0,1,2,1,0,9,17,0,1,17,83,88,7,5,0,8,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_CEN,34.0016,-119.3981,Anacapa Island SMR,reference,reference,SCSR,0,2007,4,0,2,4,15,4,3,0,3,0,0,6,11,34,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,4,1,30,1,4,65,96,0,1,3,19,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_CEN,34.0016,-119.3981,Anacapa Island SMR,reference,reference,SCSR,0,2008,4,0,1,1,3,11,1,1,0,0,0,0,6,58,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,4,94,91,2,3,4,46,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_CEN,34.0016,-119.3981,Anacapa Island SMR,reference,reference,SCSR,0,2009,4,0,5,0,8,12,3,0,5,1,0,2,3,43,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,5,0,3,0,1,3,1,24,18,57,79,5,8,8,37,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_CEN,34.0016,-119.3981,Anacapa Island SMR,reference,reference,SCSR,0,2021,4,0,3,0,2,19,2,0,4,0,0,1,0,38,0,0,0,0,0,2,1,0,8,5,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,4,6,2,7,86,88,1,3,8,22,0,0,0,0,4
ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.3858,Anacapa Island SMR,reference,reference,SCSR,0,2007,4,0,0,0,24,3,0,0,0,5,0,0,9,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,3,3,9,85,88,7,3,3,29,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.3858,Anacapa Island SMR,reference,reference,SCSR,0,2008,4,1,0,1,33,0,0,0,2,1,0,1,15,24,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,11,0,4,4,12,80,73,3,19,4,8,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.3858,Anacapa Island SMR,reference,reference,SCSR,0,2009,4,0,0,0,22,3,0,0,2,0,0,3,16,41,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,24,76,85,10,3,2,25,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.3858,Anacapa Island SMR,reference,reference,SCSR,0,2021,4,0,0,0,4,3,0,0,1,0,0,0,0,72,0,0,0,0,0,2,0,0,6,7,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,21,75,68,25,6,1,40,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_W,34.0031,-119.4042,Anacapa Island SMR,reference,reference,SCSR,0,2007,4,0,3,1,5,16,2,0,13,2,0,11,2,19,0,1,0,0,0,1,4,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,2,0,12,0,8,80,78,2,0,21,0,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_W,34.0031,-119.4042,Anacapa Island SMR,reference,reference,SCSR,0,2008,4,0,0,0,9,14,1,7,3,0,0,3,5,16,0,0,0,0,0,0,5,0,3,13,1,1,0,0,0,1,3,0,0,0,0,0,1,0,3,4,3,0,4,0,8,7,22,63,79,0,1,20,0,0,0,0,0,0
ANACAPA_EAST_FISH_CAMP_W,34.0031,-119.4042,Anacapa Island SMR,reference,reference,SCSR,0,2009,4,0,3,0,9,13,1,0,8,3,0,5,8,18,0,0,0,0,2,0,3,0,0,8,1,0,0,0,0,0,2,0,0,2,0,1,2,4,3,6,0,0,0,0,0,0,18,82,82,0,3,16,0,0,1,0,0,0
ANACAPA_EAST_FISH_CAMP_W,34.0031,-119.4042,Anacapa Island SMR,reference,reference,SCSR,0,2021,4,0,1,0,0,31,1,0,5,4,0,1,0,18,0,0,0,1,2,1,9,0,5,11,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,4,12,75,76,3,2,20,0,3,0,0,0,2
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,1999,3,0,0,0,4,15,0,2,2,0,0,0,1,45,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,54,18,30,23,39,7,0,0,0,0,3,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2000,4,0,0,0,3,5,6,5,4,0,0,3,3,6,0,2,0,0,0,0,1,0,0,19,0,0,0,0,0,5,5,0,0,0,0,2,4,2,2,0,0,0,6,0,8,46,17,28,57,36,7,0,0,0,0,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2001,1,0,3,2,5,3,3,3,7,0,0,2,0,30,2,5,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,5,28,67,68,25,7,0,0,0,0,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2002,4,1,0,0,1,4,5,7,13,9,0,2,1,10,0,0,0,0,2,1,1,0,4,15,0,0,1,2,1,1,3,0,0,1,0,8,3,0,1,2,0,0,1,0,1,19,36,44,76,11,9,4,0,0,11,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2003,4,1,0,0,2,6,4,1,10,6,0,11,2,4,0,1,0,0,7,0,1,0,2,19,0,0,0,1,0,0,2,0,0,0,0,4,1,2,5,0,0,0,1,5,2,25,25,48,38,49,11,2,0,0,7,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2004,4,1,0,0,1,6,4,0,16,8,0,1,0,7,0,1,0,0,7,0,0,0,5,27,0,1,0,2,0,1,0,0,0,1,0,0,2,0,1,3,0,0,2,0,5,18,13,64,68,21,3,9,0,0,15,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2005,4,1,0,0,2,5,5,0,17,4,0,8,1,4,2,2,0,0,2,2,1,0,2,24,0,1,1,2,0,0,2,1,0,0,0,0,0,0,2,5,0,0,0,3,0,34,12,54,79,12,4,6,0,1,13,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2006,4,2,0,0,0,0,22,0,23,4,0,6,2,5,0,1,0,0,0,0,0,0,2,19,0,0,2,3,1,0,3,1,0,0,0,0,0,0,2,1,0,0,0,1,0,65,13,23,91,4,4,0,0,0,19,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2007,4,0,0,1,1,2,15,0,16,2,0,8,0,7,0,2,0,0,0,1,6,0,1,19,0,5,0,3,0,0,4,0,0,0,0,0,4,0,0,3,0,0,1,1,4,18,25,53,87,8,3,3,0,0,46,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2008,4,0,0,0,2,3,17,1,18,3,0,0,0,4,0,1,0,0,4,3,3,0,0,23,0,0,0,3,2,2,5,0,0,0,0,3,1,1,0,0,0,0,0,2,0,70,18,12,81,10,4,5,0,0,20,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2009,4,0,0,0,1,0,20,0,18,5,0,11,0,4,0,1,0,0,3,2,3,1,0,14,0,0,1,6,2,0,2,0,0,0,0,0,2,0,2,3,0,0,0,1,0,38,29,33,96,0,2,3,0,1,22,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2010,4,1,0,0,6,8,22,1,5,4,0,5,0,4,0,0,0,0,1,1,3,0,1,12,0,0,2,0,2,3,2,0,0,0,0,1,2,2,12,2,0,0,0,2,9,22,16,53,84,7,7,2,0,0,26,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2011,4,0,0,0,4,8,21,8,13,3,0,5,0,3,0,0,0,0,0,0,4,0,1,19,0,0,1,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,7,22,13,58,54,23,14,8,0,1,18,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2012,4,1,0,0,1,1,10,0,12,0,0,6,2,4,0,3,0,1,3,16,3,0,1,15,0,0,0,6,1,7,0,0,1,0,0,0,1,3,3,0,1,0,0,0,0,56,16,28,79,11,6,4,0,0,18,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2014,4,0,0,3,7,4,20,5,1,6,0,0,3,2,1,0,0,0,0,0,0,0,1,19,0,0,0,4,3,5,2,0,0,0,0,1,7,0,6,0,1,0,2,0,1,24,10,65,73,14,7,6,0,2,16,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2015,4,0,1,0,3,1,39,5,2,8,0,0,1,5,0,0,0,0,0,4,1,0,1,15,0,0,1,1,3,3,2,0,0,0,0,0,0,0,3,3,0,0,0,0,3,51,7,38,65,27,3,5,0,1,17,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2016,4,0,0,0,2,2,28,2,15,2,0,8,0,3,1,0,0,0,0,4,0,0,0,14,0,0,1,5,7,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,45,6,49,92,7,2,0,0,0,5,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2017,4,1,1,0,3,3,12,7,12,8,0,2,1,4,0,0,0,0,4,1,1,0,2,21,0,2,1,6,2,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,1,33,28,38,89,3,4,3,0,2,9,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2018,4,1,0,0,1,1,18,0,21,3,0,5,1,7,0,0,0,0,3,0,3,0,2,15,0,0,2,6,1,2,1,0,0,0,0,0,1,0,5,1,1,0,1,0,1,26,19,54,72,15,12,2,0,0,11,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2019,4,0,0,0,0,0,13,1,16,4,0,1,2,8,2,1,0,0,1,0,3,0,2,25,0,0,2,7,1,2,5,0,0,0,0,0,2,0,2,2,2,0,0,0,0,29,13,58,69,18,13,0,0,0,33,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2020,4,3,0,0,3,3,10,1,14,1,0,12,3,8,2,2,0,0,0,1,6,0,3,13,0,0,0,3,2,1,3,0,1,0,0,0,0,0,5,0,1,0,0,0,0,25,25,50,62,26,7,6,0,0,6,0,0,0
ANACAPA_EAST_ISLE_CEN,34.0177,-119.3637,Anacapa Island SMR,SMR,MPA,SCSR,1978,2021,4,1,0,0,15,3,18,0,15,1,0,10,1,3,1,0,0,0,5,0,4,0,1,6,0,0,0,1,1,0,10,0,0,0,0,0,2,0,3,0,1,0,0,0,0,22,25,53,54,31,13,2,0,1,11,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,1999,3,0,2,0,7,18,4,7,11,0,1,0,1,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,0,29,67,1,3,67,4,10,20,0,0,0,0,14,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2000,4,0,0,2,4,6,10,5,5,0,0,0,0,11,0,2,0,0,0,2,0,0,0,18,0,0,2,0,7,0,3,0,0,0,0,3,5,1,0,2,0,0,3,0,3,14,3,81,52,10,38,0,0,0,0,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2001,4,0,2,5,2,7,1,2,14,0,0,1,1,17,0,1,0,0,0,1,0,0,13,19,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,6,1,10,0,13,76,25,30,35,10,0,0,1,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2002,4,0,0,0,3,7,7,12,5,2,0,1,2,17,0,1,0,0,1,3,0,0,10,14,0,0,0,3,0,1,1,0,0,0,0,4,1,0,0,2,0,0,1,1,27,29,24,20,50,10,33,6,0,0,4,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2003,4,0,1,0,5,4,4,2,12,1,0,5,2,13,0,0,0,0,5,2,0,0,7,8,0,0,0,1,2,0,3,0,0,0,0,3,5,0,4,0,0,0,1,7,1,25,15,59,51,33,15,2,0,0,19,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2004,4,2,0,0,2,10,7,0,8,11,0,0,0,11,0,1,0,0,5,3,0,0,3,13,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1,13,0,0,0,1,19,43,18,19,67,9,12,12,0,0,14,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2005,4,0,0,0,6,7,6,0,12,2,0,7,1,11,1,1,0,0,1,3,0,0,3,8,0,0,2,2,0,0,1,1,1,0,0,2,0,0,9,3,0,0,1,6,4,50,5,41,59,19,15,7,0,0,14,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2006,4,0,0,0,2,0,10,0,26,2,0,1,0,9,0,4,0,0,3,0,0,0,5,20,0,0,1,0,1,1,2,0,0,0,0,0,0,0,7,2,0,0,0,2,0,60,6,33,75,1,23,0,0,0,52,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2007,4,0,0,0,0,0,18,0,20,7,0,7,2,5,0,1,0,0,0,10,1,0,2,15,0,0,0,3,0,0,0,0,0,0,0,1,4,0,2,1,0,0,0,3,3,25,17,56,75,15,10,1,0,0,8,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2008,4,2,0,0,3,3,9,0,16,8,2,1,1,8,0,0,0,0,0,5,3,0,3,21,0,0,0,2,2,0,3,0,0,0,0,0,4,1,1,0,0,0,2,1,0,47,7,47,76,8,13,3,0,0,43,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2009,4,0,1,0,2,1,7,0,15,11,0,7,0,5,1,0,0,0,4,7,3,0,1,9,0,0,0,0,3,1,2,0,0,0,0,1,3,0,8,3,3,0,2,1,1,32,28,40,78,5,11,6,0,1,38,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2010,4,0,0,0,2,6,14,1,18,2,0,8,0,3,0,0,0,0,1,7,1,0,1,9,0,1,1,2,2,1,2,0,0,0,0,3,0,3,8,0,1,0,0,7,3,38,3,55,69,23,6,2,0,0,10,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2011,4,0,0,0,5,3,17,3,10,2,0,9,3,5,0,1,0,1,4,1,1,0,3,8,0,0,4,1,8,3,2,0,0,0,0,0,3,1,3,1,1,0,1,0,2,37,10,52,88,7,4,2,0,3,17,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2012,4,1,0,1,1,1,8,2,10,1,0,8,5,7,0,1,0,0,3,9,3,0,1,17,1,1,0,7,2,1,2,0,2,0,0,0,3,0,1,3,0,0,1,0,0,43,23,34,84,7,4,5,0,0,13,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2014,4,0,1,8,4,4,8,4,2,4,0,0,9,2,0,2,0,6,0,0,0,0,2,10,0,1,0,11,4,3,2,0,0,0,0,0,2,0,6,0,2,0,2,0,0,53,15,33,88,6,6,1,0,0,9,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2015,4,0,0,1,8,8,32,2,5,1,0,0,3,5,0,0,0,0,0,8,0,0,2,12,0,1,0,2,0,3,2,0,0,0,0,3,0,0,6,0,0,0,1,0,0,53,7,41,71,10,12,8,0,2,15,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2016,4,0,0,0,5,1,18,1,7,0,0,8,2,7,0,0,0,0,0,10,0,0,4,11,0,0,0,7,6,3,2,0,0,0,0,0,3,0,3,3,0,0,1,0,0,31,21,48,87,4,8,1,0,2,7,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2017,4,1,0,0,5,4,12,5,17,3,0,2,1,8,0,1,1,0,4,12,1,0,1,11,0,0,0,3,1,1,3,0,0,0,0,0,3,0,4,0,0,0,0,0,2,23,12,63,73,12,10,4,0,1,11,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2018,4,0,0,1,0,0,10,1,20,0,1,3,2,21,0,0,0,0,6,3,0,0,2,9,0,0,5,7,0,0,3,0,2,0,0,0,0,0,4,1,1,0,0,0,1,39,34,26,86,8,5,1,0,0,6,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2019,4,2,0,0,3,1,9,1,21,1,0,3,2,17,0,2,0,0,1,3,13,0,7,8,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,2,3,22,16,59,66,23,11,1,0,0,30,0,0,0
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2020,4,2,0,0,7,3,5,1,11,0,0,9,1,12,0,0,0,0,3,2,3,0,13,9,0,0,1,0,3,7,2,0,0,0,0,3,2,0,0,0,1,0,0,1,2,29,22,48,68,15,13,3,0,2,7,0,0,1
ANACAPA_EAST_ISLE_E,34.017,-119.3611,Anacapa Island SMR,SMR,MPA,SCSR,1978,2021,4,2,0,0,5,3,10,0,20,3,0,5,0,6,0,0,1,0,5,4,2,0,3,9,1,0,1,2,3,1,3,0,0,1,0,0,3,0,3,0,1,0,2,1,0,28,10,62,56,28,11,6,0,1,20,0,0,1
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,1999,4,0,1,0,9,11,0,2,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,9,0,5,85,9,54,30,7,0,0,0,0,3,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2000,4,0,0,1,2,9,0,5,7,0,0,0,1,15,0,2,0,0,0,0,1,0,0,25,0,0,0,0,4,0,3,0,0,0,0,2,3,0,0,8,0,0,3,0,50,2,10,38,84,3,13,0,0,0,0,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2001,2,0,0,1,18,2,0,6,7,2,0,2,0,25,0,2,0,0,0,2,1,0,4,13,0,1,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,12,88,28,50,21,1,0,0,0,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2002,4,0,0,0,2,3,1,2,5,0,0,0,0,29,0,0,0,0,1,0,0,0,17,10,0,0,4,2,0,0,0,0,0,0,0,7,2,0,0,0,0,1,11,0,12,3,16,70,33,44,21,3,0,0,0,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2003,4,0,1,0,7,5,0,5,4,0,0,5,0,29,0,0,0,0,0,2,0,0,14,7,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,10,2,2,0,4,94,19,54,25,2,0,0,0,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2004,4,0,0,0,1,7,0,4,5,0,0,1,0,29,0,0,0,0,0,2,0,0,7,12,0,1,0,2,0,0,0,0,0,1,0,8,0,0,0,2,0,0,11,2,12,0,2,86,18,61,14,7,0,0,3,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2005,4,0,0,0,5,6,1,0,13,1,0,5,0,19,0,0,0,0,0,9,0,0,6,12,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,4,0,0,5,0,5,3,14,78,10,71,12,7,0,0,2,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2006,4,0,0,0,0,0,10,0,20,0,0,5,2,12,0,1,0,0,0,1,1,0,0,17,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,5,3,0,9,3,0,28,15,57,73,15,13,0,0,0,3,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2007,4,0,1,0,0,4,7,0,18,0,0,9,1,13,0,0,0,0,1,2,0,1,3,14,0,1,1,0,2,1,3,0,0,1,0,3,3,0,1,5,1,0,4,0,4,23,6,67,49,37,12,3,0,0,15,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2008,4,0,3,0,2,3,3,0,6,1,1,3,1,13,0,0,0,0,1,2,2,2,0,26,0,0,3,0,3,0,8,0,0,0,0,2,0,0,2,12,1,0,3,0,0,8,14,78,51,30,14,5,0,0,23,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2009,4,0,0,0,3,3,5,1,14,2,0,3,1,6,0,0,0,2,0,3,1,2,2,18,0,0,0,3,2,1,7,0,1,0,0,0,1,1,3,12,1,0,1,4,0,0,18,82,72,20,6,3,0,0,24,0,0,0
ANACAPA_EAST_ISLE_W,34.0159,-119.3717,Anacapa Island SMR,SMR,MPA,SCSR,1978,2010,4,0,0,0,12,8,4,0,16,2,0,2,0,7,0,0,0,0,0,0,0,2,5,15,0,1,1,2,1,3,4,0,0,2,0,1,1,3,1,4,2,0,0,4,4,2,3,91,47,38,13,3,0,0,13,0,0,0
