SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,fishtrans,fish_CPUN,fish_GNIG,fish_HRUB,fish_HSEM,fish_OCAL,fish_OYT,fish_SMYS,fish_EJAC,fish_KGB,fish_PCLA,fish_SPUL,fish_BFRE,fish_MCAL,fish_OPIC,fish_PCLAYOY,fish_HROS,fish_RTOX,fish_RVAC,fish_STRE,fish_STREYOY,fish_SATR,fish_CPUNYOY,fish_OCALYOY,fish_SCAR,fish_CPRI,fish_ELAT,fish_SCAU,fish_SCHR,fish_HROSYOY,fish_HCAR,fish_ATHE,fish_SMAR,fish_SPULYOY,fish_PFUR,fish_OYB,fish_SMYSYOY,fish_SDALYOY,fish_SMINYOY,fish_HRUBYOY,fish_BFREYOY,fish_RFYOY,fish_EJACYOY,fish_SPAUYOY,fish_SPAU,fish_AFLA,fish_CAGGYOY,fish_MCALYOY,fish_OELO,fish_HDEC,fish_PNEB,fish_SHOPYOY,fish_SSAXYOY,fish_SSEMYOY,fish_SROSYOY,fish_SMIN,fish_SAUR,fish_SMEL,fish_RNIC,fish_SPINYOY,fish_HCARYOY,fish_ELATYOY,fish_SAURYOY,fish_HDECYOY,fish_PNEBYOY,fish_SENTYOY,fish_SMARYOY,fish_PFURYOY,fish_AOCEYOY,fish_OPICYOY,fish_SNEBYOY,fish_PCALYOY,fish_CVIOYOY,fish_PCOEYOY,fish_SDIPYOY,fish_RVACYOY,fish_RTOXYOY,fish_SRUBYOY,fish_HLAGYOY,fish_HANAYOY,fish_PNOTYOY,fish_EMBIYOY
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2012,12,0,0,0,0,10,0.666667,1.75,0.25,0.166667,0,0,0,0,0.666667,0,0.083333,0,0,0,0,0.916667,0,0,0,0,1.25,0.083333,0.166667,0,0,0,0,0,0,0.833333,3.083333,0,0,0,0,0,0,0.083333,0,0,0,0,0.083333,0.166667,0,0,0,0,0,0,0,0.25,1.083333,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2013,12,0,0,0,0,11.83333,25.91667,3.166667,1.083333,1,0,0,0,0,6.75,0,0,0.083333,0,0,0,2.5,0,0,0,0,1.833333,0.25,0.416667,0,0,0,0,0,0,166.4167,245.1667,0,0.333333,0,0,0,0,0,0.25,0,0,0,0.25,4,0,0,0,4.166667,0,0.166667,0,0.75,0.5,2.666667,0,0,0,0,0,1.666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2014,12,0,0.083333,0,0,10,0.5,13.91667,0.5,4.5,0,0,8.166667,0,5.833333,0,0,0.25,0,0,0,2.083333,0,0,0.083333,0,1.333333,0.583333,0.333333,0,0,0,0.166667,0,0,29.41667,59.33333,0.333333,1.75,0,0.083333,0,0,4.666667,0.25,0,0,0,0.083333,0.75,0,0,5.833333,7.75,0,0,0,0.25,3.083333,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2015,12,0,0,0,0,4.666667,0.416667,15.41667,0.583333,7,0,0.25,2,0,2.833333,0,0,0.416667,0,0,0,0.333333,0,0,0,0,1.166667,0.166667,0.833333,0,0.25,0,0.166667,0.083333,0,6.833333,5.916667,0,0.166667,0,0,0,0,0,0.083333,0,0,0,0.166667,0.416667,0,0,0,0.416667,0,0,0,0,1.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2016,12,2.083333,0,0,0,18.25,2.416667,6.833333,0.916667,36,0,0.416667,0.5,0,1,0,0,0,0,0,0,1.416667,0,0,0.083333,0,0.583333,0.166667,0.25,0,0.833333,0,0,0,0,7.833333,9.583333,0,0.083333,0,0,0,0,1.666667,0.166667,0,0,0,0,0.333333,0,0,0,0,0,0.166667,0,0.166667,0.5,0.166667,0.083333,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2017,12,0,0,0,0,13.83333,0.25,2.583333,1.666667,2.416667,0,0.083333,0,0,3.75,0,0,0,0,0,0,2.083333,0,0,0.083333,0,1.416667,0.083333,0.333333,0,0,0,0,0,0,7.416667,15.5,0,0.083333,0,0,0.083333,0,0.166667,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.083333,2.333333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2018,12,0,0,0,0,20.08333,0.083333,5.583333,0.166667,0.25,0.083333,0.333333,0,0,1.833333,0,0,0,0,0,0,0.25,0,3.166667,0,0,1,0.083333,0.083333,0,0.416667,0,0,0,0,2.083333,12.75,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0.083333,0,0,2.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2020,12,0,0,0,0,4.25,1.583333,4.833333,0.75,1.5,0.083333,0.333333,1.5,0,1.25,0,0,0.083333,0,0,0,1.416667,0,0,0,0,0.833333,0.083333,0.166667,0,0.083333,0,0,0,0,1.083333,18,0,1.583333,0,0,0,0,0,0,0,0,0,0.25,0.083333,0,0,0,0,0,0,0,0,4.25,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2021,12,0,0,0,0,0.916667,0.916667,6.416667,0.666667,0,0.25,0.25,0,0,1.833333,0,0,0,0,0.083333,0,1.166667,0,0,0.166667,0,0.75,0.166667,0.166667,0,0.166667,0,0.166667,0,0,22.25,18.16667,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0,0,0.083333,0,0.083333,1.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2022,12,0,0.083333,0,0,0.25,0,2.166667,0.333333,0,0,0,0.166667,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,3.833333,13.16667,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.083333,0,0,0,0,0,0,0,0,1.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,1999,8,0.5,0,0,0,29.5,0.75,2.25,2.375,2.125,0,0,0,0,3.75,0,0,4.5,0,0,0,1.875,0,0,0.125,0,2.125,0,0,0,0.125,0,0,0,0,49.5,13.25,0,0,0,0,0,0,6.125,2.5,0,0,0,0.125,0,0,0,0,0,0,0.25,0,0.375,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2000,8,0,0,0,0,13.25,1.125,13.625,2.25,1.875,0,0,1.375,0,0.5,0,0,0,0,0,0,2.75,0,0,0,0,0.5,0,0.25,0,0.125,0,0,0,0.5,4.75,10.125,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0.125,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2001,8,0,0,0,0,40,10.375,25.125,1.875,1.75,0,0.125,0.125,0,3.375,0,0,0,0,0,0,3,0,0,0.625,0,1.375,0,0.125,0,2.625,0,0,0,0,18.25,34.75,0,0,0,0,0,0,0.125,0,4.5,0,0,0,0.125,0,0,0,0,0,0,0,0,2.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2002,12,0,0,0,0,0.166667,1.083333,4,2.166667,0.333333,0,0,0,0,2.083333,0,0,0,0,0,0,1.916667,0,0,0.166667,0,1.416667,0.083333,0.166667,0,1.083333,0,0,0,0.083333,30.16667,60.33333,0,0,0,0,0,0,0.916667,0.083333,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2003,12,0,0,0,0,23.25,0.75,1.75,0,17.33333,0,0,0,0,0.166667,0,0,0,0,0.166667,0,1.666667,0,0,0.833333,0,0.666667,0.166667,0.083333,0,0,0,0.083333,0,0,30.66667,5.833333,0,0,0,0,0,0,0.25,0,0,0,0,0.083333,0.416667,0,0,0,0,0,0.083333,0,0.833333,7.25,3.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2004,12,0,0,0,0,5.416667,1.75,12.33333,1,0.166667,0,0,1.666667,0,1.166667,0,0,0.25,0,0,0,5.416667,0,0,0.416667,0,6.083333,0,0.333333,0,0.666667,0,0.166667,0,0,35.16667,27.08333,0,0,0,0.083333,0,0,0,0.166667,0.083333,0,0,0.083333,0.916667,0,0,0,0,0,0,0,1.416667,1.416667,1.666667,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2005,12,0.416667,0,0,0,12.91667,0.666667,11.66667,0.666667,15.66667,0,0,9.583333,0,1.166667,0,0,0,0,0,0,1.166667,0,0,0.333333,0,1.416667,0.083333,0,0,0.166667,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.083333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2006,12,0,0,0,0,0.083333,1.416667,9.75,0.333333,0,0,0,0.5,0,0.083333,0,0,0,0,0,0,1,0,0,0.083333,0,0.333333,0.083333,0,0,0.083333,0,0.083333,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2007,12,0,0,0,0,0,0,0.666667,0.416667,0,0,0,0.166667,0,0.166667,0,0,0,0,0,0,1.25,0,0,0,0,0.5,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2008,12,0,0,0,0,0.916667,0.083333,1.75,0.333333,0.166667,0,0,0,0,0.75,0,0,0,0,0,0,0.583333,0,0,0.166667,0,0.666667,0,0,0,0,0,0,0,0,6.166667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.416667,0.083333,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2009,12,0,0.416667,0,0,0.083333,0.083333,1.833333,0.416667,9,0,0,1.583333,0,2.75,0,0,0.083333,0,0,0,2.833333,0,0,0.333333,0,0.833333,0,0,0,0.416667,0,0,0,0,9.583333,15.33333,0,0.083333,0,0,0,0,0,0,0,0,0,0,0.916667,0,0,0.166667,0,0,0,0,0,2.083333,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2011,12,0,0,0,0,0.666667,0.666667,0.833333,0.083333,5.25,0,0,0,0,1.166667,0,0,0,0,0.083333,0,1.25,0,0,0.083333,0,1.083333,0,0.333333,0,0,0,0.083333,0,0,15.66667,2.5,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.333333,0,0,0,0,0,0,0,0.083333,1.583333,0.083333,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2012,12,0,0.25,0,0,0.833333,0.416667,5.833333,0.416667,0.25,0,0,0,0,1.583333,0,0,0.083333,0,0.25,0,3.25,0,0,0.75,0,1.75,0,0.25,0,0,0,0.083333,0,0,0.25,8.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,1.416667,0.666667,0.833333,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2013,12,0,0,0,0,7.75,1.833333,8.916667,0.416667,0.666667,0,0,0.083333,0,3.75,0,0,0,0,0.083333,0,3,0,0,0.666667,0,1.75,0.333333,0.416667,0,0,0,0.083333,0,0.333333,29.66667,168.4167,0,0,0,0,0,0,0,0,0,0,0,0.25,2.333333,0,0,0,11.66667,0,0,0,1,0.5,1.583333,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2014,12,0,0.25,0,0,10.16667,1.666667,18.08333,0.583333,2.333333,0,0,0.416667,0,4.583333,0,0,0.416667,0,0.166667,0,3.583333,0,0,0.416667,0,1.166667,0.666667,0.166667,0,0.25,0,0.083333,0,0,32,55.75,0.666667,0.333333,0,0,0,0,0.666667,0,0,0,0,0.416667,0.416667,0,0,21,11,0,0.333333,0,0.583333,1.916667,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2015,12,0.083333,0,0,0,6.083333,3.583333,16.08333,1.833333,7.666667,0,0,2.083333,0,4,0,0,0,0,0.083333,0.25,1.833333,0,0,0.083333,0,1.083333,1,0.75,0,0.583333,0,0.166667,0.083333,0,14.75,11.25,0,0.166667,0,0,0,0,1,0,0,0,0,0.083333,0.583333,0,0,0,0.166667,0,0,0,1.5,4.25,0.083333,0,0,0,0,0,0,0.083333,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2016,12,0,0,0,0,11.08333,1.75,2.833333,0.25,78.08333,0,0,0.583333,0,2.666667,0,0,0,0,0.25,0.083333,1.25,0,0,0.083333,0,1,0.166667,0.25,0,0.583333,0,0,0,0,20.75,6.75,0,0,0,0,0,0,2.916667,0.25,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.166667,1.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2017,12,0,0,0,0,13.75,0.583333,3.666667,0.833333,7.5,0.083333,0.083333,0.25,0,3.416667,0,0,0,0,0,0,1.583333,0,0,0.166667,0,2.166667,0.166667,0.083333,0,0.083333,0,0,0,0,4.583333,8,0.083333,0.166667,0,0,0.083333,0,0.083333,0,0,0,0,0,0.083333,0,0,0,0.083333,0,0.166667,0,0.083333,2.75,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2018,12,0.5,0,0,0,6.583333,1.25,16.58333,0.25,1.416667,0,0.083333,0,0,1.333333,0,0,0.25,0,0,0,0.833333,0,0,0.166667,0,1.083333,0.25,0.166667,0,0,0,0,0,0,0.583333,5.416667,0,0,0,0,0,0,0.083333,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0.166667,2.666667,0.083333,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2020,12,0,0,0,0,4.666667,0.583333,1.083333,0.333333,0.583333,0.083333,0.166667,1,0,1.25,0,0,0,0,0,0,1.416667,0,0,0.166667,0,0.333333,0.416667,0.083333,0,0.083333,0,0,0,0,1.25,6.083333,0,0.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2021,12,0,0,0,0,3.5,0.25,2.833333,0.5,0.833333,0,0,0,0,1.333333,0,0,0,0,0,0,0.666667,0,0,0,0,0.5,0,0.166667,0,0,0,0,0,0,13.16667,15.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA,CCSR,2007,2022,12,0,0,0,0,1.083333,1.5,3.166667,0.083333,0.25,0,0,0,0,0.75,0,0,0,0,0.083333,0,0.75,0,0,0.083333,0,0.416667,0.083333,0.083333,0,0,0,0.166667,0,0,3.333333,8.666667,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.083333,0,0,0,0,0,0.25,0,0.166667,3.166667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2006,12,0,0,0,0,1.25,0,9.083333,0,0.25,0,0,0.166667,0,0.5,0,0,0,0,0,0,0.75,0,0,0.583333,0,4.5,0,1.166667,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0.25,0,0.916667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2007,12,0,0,0,0,0.833333,0.333333,2.916667,0,0,0,0,0.166667,0,0.083333,0,0,0,0,0,0,0.583333,0,0,0.166667,0,0.833333,0,0.083333,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0.166667,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2008,12,0,0,0,0,0,0.166667,2.333333,0,0.166667,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.25,0,0.583333,0,0.416667,0,0,0,0,0,0,0.416667,0.25,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.25,0,0,0,0,0,0,0,0.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2009,12,0,0,0,0,0,0.166667,4.833333,0,2,0,0,0,0,0.25,0,0,0,0,0,0,1.25,0,0,0.166667,0,2,0,0,0,0,0,0,0,0,1.416667,4,0,0.083333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.75,0.083333,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2010,12,0,0,0,0,0.666667,0,6.666667,0,16,0,0,0,0,0.583333,0,0,0,0,0,0,1,0,0,0.166667,0,1.5,0,0.5,0,0.333333,0,0,0,0,7.75,5.916667,0,0,0,0,0,0,0.083333,0,0,0,0,0.083333,0.166667,0,0,0,0,0,0.083333,0,0.5,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2011,12,0,0,0,0,0,0,12.91667,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1.333333,0,0,0.25,0,2.333333,0.083333,0.333333,0,0,0,0.166667,0,0,2.416667,0.583333,0,0,0,0,0,0,0,0,2.333333,0,0,0,0.166667,0,0,0,0,0,0,0,0.333333,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2012,12,0,0,0,0,0,0.166667,6.083333,0,0.083333,0,0,0,0,0.416667,0,0,0,0,0,0,0.75,0,0,0.166667,0,0.416667,0,0.416667,0,0,0,0.25,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,0,0.833333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2013,12,0,0,0,0,0,1.166667,8.583333,0.25,0.083333,0,0,0,0,1.333333,0,0,0,0,0,0,2.916667,0,0,0.75,0,7.833333,0,0.666667,0,0,0,0.083333,0,0,19.08333,72.25,0,0,0,0,0,0,0,0,0.166667,0,0,0.5,1.583333,0,0,0,0,0,0.166667,0,4.666667,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2014,12,0,0,0,0,0,0.083333,14.58333,0.166667,0.333333,0,0,0.083333,0,1.666667,0,0,0,0,0,0,1.25,0,0,0.333333,0,2.333333,0,1.166667,0,0,0,0,0,0,12,50.16667,0,0,0,0,0,0,0,0.416667,0,0,0,0.083333,0.583333,0,0,0,0,0,0.083333,0,1.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2015,12,0.583333,0,0,0,6.5,0.833333,45.83333,0.083333,16.5,0,0,0.5,0,2.083333,0,0,0,0,0,0,1.416667,2.75,0.25,0.166667,0,1.75,0.083333,0.416667,0,0,0,0.083333,0,0,6.833333,5,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.666667,0,0,0,0,0,0.25,0,2.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2016,12,0,0,0,0,2.416667,0.416667,12,0.25,8.666667,0,0,0,0,1,0,0,0,0,0,0,0.75,0,0,0.416667,0,0.333333,0,0.833333,0,0.5,0,0,0,0,1.666667,14.66667,0,0.333333,0,0,0,0,0.083333,0.083333,0,0,0,0.25,0.583333,0,0,0,0,0,0.083333,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2017,12,0,0,0,0,0.166667,0.5,2.833333,0,2.25,0,0,0,0,0.166667,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0.583333,5.333333,0,0.166667,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2018,12,0,0,0,0,3.666667,0.5,23.91667,0.083333,0.166667,0,0,0,0,0.916667,0,0,0,0,0,0,0.333333,0,0,0.5,0,0.416667,0,1,0,0,0,0,0,0,0.25,1.5,0,0.083333,0,0,0,0,0,0,0.166667,0,0,0.083333,0.25,0,0,0,0,0,0,0,0.75,0.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2019,12,0,0,0,0,0,0.083333,7.166667,0,0,0,0,0.25,0,0.416667,0,0,0,0,0,0,0.166667,0,0,0.166667,0,0.416667,0,0.166667,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2020,12,0,0,0,0,1.083333,0.166667,25.33333,0,0.166667,0,0,0,0,1,0,0,0,0,0,0,0.083333,0,0,0.333333,0,2.25,0,0.5,0,0,0,0,0,0,0.666667,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2021,12,0,0,0,0,0.666667,0.333333,11.83333,0,0.25,0,0,0,0,0.583333,0,0,0,0,0.083333,0,0.583333,0,0,1.333333,0,0.75,0,0.25,0,0,0,0.083333,0,0,1.416667,2.083333,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.166667,0,0,0,0,0,0,0,0.25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALPASO,36.4657,-121.934,Point Lobos SMR,reference,reference,CCSR,0,2022,12,0,0,0,0,0,0.666667,23.08333,0,0.416667,0,0,0,0,0.25,0,0,0,0,0.166667,0,0.166667,0,0,0.75,0,0.5,0,0.583333,0,0,0,0,0,0,1.833333,6.5,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.083333,0,0,0,0,0,0,0,1.416667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCKENZIE_W,42.7845,-124.578,Redfish Rocks MR,reference,reference,OREGON,0,2010,11,0,0,0,0,0,0,12.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818,0,0,0.818182,7.727273,0,0,0,0,0,0,0,0,0,0,0,0,4.727273,0,0,0,0,0,0,0,16.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
