SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,fishtrans,fish_CPUN,fish_GNIG,fish_HRUB,fish_HSEM,fish_OCAL,fish_OYT,fish_SMYS,fish_EJAC,fish_KGB,fish_PCLA,fish_SPUL,fish_BFRE,fish_MCAL,fish_OPIC,fish_PCLAYOY,fish_HROS,fish_RTOX,fish_RVAC,fish_STRE,fish_STREYOY,fish_SATR,fish_CPUNYOY,fish_OCALYOY,fish_SCAR,fish_CPRI,fish_ELAT,fish_SCAU,fish_SCHR,fish_HROSYOY,fish_HCAR,fish_ATHE,fish_SMAR,fish_SPULYOY,fish_PFUR,fish_OYB,fish_SMYSYOY,fish_SDALYOY,fish_SMINYOY,fish_HRUBYOY,fish_BFREYOY,fish_RFYOY,fish_EJACYOY,fish_SPAUYOY,fish_SPAU,fish_AFLA,fish_CAGGYOY,fish_MCALYOY,fish_OELO,fish_HDEC,fish_PNEB,fish_SHOPYOY,fish_SSAXYOY,fish_SSEMYOY,fish_SROSYOY,fish_SMIN,fish_SAUR,fish_SMEL,fish_RNIC,fish_SPINYOY,fish_HCARYOY,fish_ELATYOY,fish_SAURYOY,fish_HDECYOY,fish_PNEBYOY,fish_SENTYOY,fish_SMARYOY,fish_PFURYOY,fish_AOCEYOY,fish_OPICYOY,fish_SNEBYOY,fish_PCALYOY,fish_CVIOYOY,fish_PCOEYOY,fish_SDIPYOY,fish_RVACYOY,fish_RTOXYOY,fish_SRUBYOY,fish_HLAGYOY,fish_HANAYOY,fish_PNOTYOY,fish_EMBIYOY
ESTERO,35.4724,-121.0296,White Rock SMCA,reference,reference,CCSR,2007,2011,12,0,0,0,0,0,0.5,15.16667,0,3.666667,0,0,0,0,1,0,0,0,0,0,0,1.75,0,0,0.833333,0,0.25,0,0.166667,0,0,0,0.166667,0,0,0.75,0.75,0,0,0,0,0,0,0,0,1.666667,0,0,0.333333,0.416667,0,0,0,0,0,0.083333,0,0.083333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2007,12,0,0,0,0,0.083333,0.083333,5.416667,0,0,0,0,0.083333,0,0.583333,0,0,0,0,0,0,0.083333,0,0,0.25,0,0.75,0.083333,0.916667,0,0,0,0.333333,0,0,0,0.083333,0,0,0,0,0,0,0,0,5.166667,0,0,0,0.25,0,0,0,0,0,0.083333,0,0.166667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2008,12,0,0,0,0,0.416667,0.333333,6.583333,0,0.083333,0,0,0,0,0.166667,0,0,0,0,0,0,0.25,0,0,0.083333,0,0.333333,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2019,12,0,0,0,0,2.25,2.75,34.5,0.75,0.083333,0,0.166667,0.083333,0,1.083333,0,0,0,0,0,0,0.583333,0,0,1.083333,0,1.916667,0,1,0,0.333333,0,0,0,0,0.166667,0.833333,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.166667,0,0,0,0,0,0.75,0,0.333333,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2020,12,0,0,0,0,12.75,2.083333,27.58333,0.333333,0.083333,0,0.25,0.25,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0.333333,0,1.833333,0,0.166667,0,0.25,0,0,0,0,0,10.33333,0,0,0,0,0,0,0,0,0.083333,0,0,0,0.083333,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2021,12,0,0,0,0,1.916667,0.583333,13.41667,0,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0.583333,0,0,0.666667,0,1.583333,0.083333,0.25,0,0,0,0,0,0,3.666667,16.08333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.833333,0,0.333333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE_SUR,36.2776,-121.8868,Point Sur SMR,SMR,MPA,CCSR,2007,2022,6,0,0,0,0,0,2.833333,43.33333,0.166667,0,0,0.5,1,0,0.166667,0,0,0,0,0,0,0.166667,0,0,0.333333,0,0.5,0,0.5,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FULLERS,36.2081,-121.7522,Point Sur SMR,reference,reference,CCSR,0,2007,12,0,0,0,0,0.166667,0.166667,5.333333,0.25,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.75,0,0,0.416667,0,1.75,0.166667,0.166667,0,0.25,0,0.083333,0,0,0.833333,0.416667,0,0,0,0,0,0,0,0,0.083333,0,0,0,1.083333,0,0,0,0,0,0.166667,0,0.083333,1.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FULLERS,36.2081,-121.7522,Point Sur SMR,reference,reference,CCSR,0,2008,12,0,0,0,0,0.916667,0.083333,0.25,0.083333,0.333333,0,0,0,0,0.333333,0,0,0,0,0,0,0.083333,0,0,0,0,3.416667,0,0.25,0,0.083333,0,0,0,0,9.5,0.166667,0,0,0,0,0,0,0,0,1.166667,0,0,0.083333,0.333333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.083333,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT_POINT,44.8345,-124.0717,NA,NA,NA,OREGON,0,2001,17,0,0,0,0,0,0,1.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0.705882,0,0,3.529412,0,0,0,0,0,0,0,0,0,6.294118,0,0,0.352941,1.411765,0,0,0,0,0,0,0,11.58824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT_POINT,44.8345,-124.0717,NA,NA,NA,OREGON,0,2002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833333,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT_POINT,44.8345,-124.0717,NA,NA,NA,OREGON,0,2003,9,0,0,0,0,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555556,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,0,5.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2008,12,0,0,0,0,1.666667,0.416667,3.833333,0,0,0,0,0,0,0.583333,0,0,0,0,0.083333,0,0,0,0,0.25,0,0.5,0,0.083333,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,8.583333,0,0,0,0,0,0,0,0,0,0,0,0.25,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2011,12,0,0,0,0,3.833333,0,9.083333,0.166667,0.25,0,0.25,0,0,1,0,0,0,0,0,0,0.416667,0,0,0.5,0,1.833333,0,1,0,0,0,0.333333,0,0,0.166667,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,1,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2016,12,0,0,0,0,4.083333,0.833333,13.58333,0.166667,0.583333,0,0,0,0,0.75,0,0,0.083333,0,0,0,0.333333,0,0,0.333333,0,0.666667,0,0.25,0,0.083333,0,0.083333,0,0,0.5,5.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2017,12,0,0.083333,0,0,1.083333,0.666667,7.333333,0.25,0,0,0.083333,1,0,0.583333,0,0,0.083333,0,0,0,0.166667,0,0,0.25,0,0.583333,0,0.166667,0,0,0,0,0,0,0.25,7.666667,0,0,0,0,0,0,0.083333,0,1.666667,0,0,0.166667,0.083333,0,0,0,0,0,0.166667,0,0.083333,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2018,12,0,0,0,0,1.583333,0.333333,6.25,0.166667,0.083333,0,0,0,0,0.583333,0,0,0,0,0.083333,0,0.833333,0,0,0,0,0.25,0.416667,0.666667,0,0,0,0,0,0,0.083333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0.416667,0,0.166667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2019,12,0,0,0,0,0,0.166667,2.25,0.083333,0.083333,0,0,0.083333,0,0.333333,0,0,0,0,0,0,0.083333,0,0,0.166667,0,0.916667,0,0.166667,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2020,12,0,0,0,0,4.166667,0.583333,1.166667,0.166667,0.166667,0,0,0,0,0.166667,0,0,0,0,0,0,0.333333,0,0.083333,0.333333,0,0.25,0,0.083333,0,0,0,0.25,0,0,0.083333,0.666667,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.083333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2021,12,0,0,0,0,5.916667,0.166667,0.833333,0.25,0,0,0,0,0,0.666667,0,0,0.083333,0,0,0,0.333333,0,0,0,0,1,0,0,0,0.083333,0,0,0,0,0.166667,1.333333,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.25,0,0.083333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_PEAK,35.1901,-120.8307,Point Buchon SMR,reference,reference,CCSR,0,2022,9,0,0,0,0,3.333333,0.333333,5.444444,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0.111111,0,0,0.222222,0,1.777778,0,0.111111,0,0,0,0.111111,0,0,0.333333,2.888889,0,0,0,0,0,0,0,0,4.111111,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULL_ROCK_CEN,44.7504,-124.0744,Otter Rock MR,proposed,MPA,OREGON,0,2011,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,1.083333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULL_ROCK_DC,44.7497,-124.0745,Otter Rock MR,proposed,MPA,OREGON,0,2011,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666667,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULL_ROCK_UC,44.7512,-124.0739,Otter Rock MR,proposed,MPA,OREGON,0,2011,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,2.666667,0,0,0,0,0,0,0,1,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMONY,35.4964,-121.0578,White Rock SMCA,reference,reference,CCSR,0,2007,9,0,0,0,0,0,0.111111,3.222222,0.222222,0.222222,0,0,0,0,0.666667,0,0,0,0,0,0,0.444444,0,0,0.444444,0,0.111111,0.111111,0.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0.333333,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMONY,35.4964,-121.0578,White Rock SMCA,reference,reference,CCSR,0,2008,12,0,0,0,0,4.166667,0.333333,2,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0.333333,0,0,0.333333,0,0.333333,0,0.166667,0,0,0,0.083333,0,1.666667,0.333333,0,0,0,0,0,0,0,0,0,10.66667,0,0,0.083333,0,0,0,0,0,0,0,0,0.166667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMONY,35.4964,-121.0578,White Rock SMCA,reference,reference,CCSR,0,2009,12,0,0,0,0,0.083333,0.333333,1.75,0.166667,2.166667,0,0.083333,0.083333,0,0.666667,0,0,0,0,0,0,0.25,0,0,0,0,0.916667,0.25,0.083333,0,0.083333,0,0,0,0,1.166667,0.416667,0,0.166667,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,0.083333,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMONY,35.4964,-121.0578,White Rock SMCA,reference,reference,CCSR,0,2011,12,0,0,0,0,0,0,3.25,0,1.833333,0,0,0,0,0.75,0,0,0,0,0,0,0.583333,0,0,0.916667,0,0.666667,0.083333,0.25,0,0,0,0.083333,0,0,0.5,0.5,0,0,0,0,0,0,0,0,2.916667,0,0,0.083333,0,0,0,0,0,0,0.25,0,0.083333,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,1999,8,0,0.125,0,0,29.375,0.375,0.25,1,0.625,0,0,0.25,0,1.125,0,0,0.125,0,0,0,1.625,0,0,0,0,2,0,0.25,0,0.5,0,0,0,0,40.5,12.5,0,0,0,0,0,0,0.5,0.375,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0.125,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2000,8,0,0,0,0,14.625,1.375,2.875,1.25,0.375,0.125,0,0,0,0.625,0,0,0,0,0,0,1,0,0,0,0,3.625,0,0,0,0,0,0.125,0,0,0.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2001,8,0.125,0,0,0,9.25,13.875,21,2.625,0.125,0,0,1.625,0,2.875,0,0,0.375,0,0,0,3.5,0,0,0.125,0,3.75,0,0.125,0,3.5,0,0.125,0,0,12.625,16.25,0,0,0,0,0,0,0,0,3.75,0,0,0,0.5,0,0,0,0,0,0,0,0.375,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2002,12,0.083333,0.083333,0,0,4.833333,0.833333,21.66667,1.833333,1.166667,0,0.083333,0.5,0,3.583333,0,0,0,0,0,0,2.083333,0,0,0.583333,0,4.5,0,1.25,0,1.416667,0,0.166667,0,0,28.41667,81.08333,0,0,0,0,0,0,0,0.333333,0,0,0,0.083333,0.416667,0,0,0,0,0,0,0,0.333333,0.083333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2003,12,0,0.25,0,0,13.66667,0.416667,7.75,1.25,13.58333,0,0,0,0,1,0,0,0.5,0,0.083333,0,1.583333,0,0,0,0,2.75,0,0.833333,0,0,0,0.083333,0,0,4.75,11.83333,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.5,0,0,0,0,0,0,0,0.25,1.25,0.333333,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2004,12,0,0.083333,0,0,2.916667,1.25,19.16667,0.916667,0.083333,0,0.083333,1.166667,0,1.083333,0,0,0.083333,0,0,0,2.75,0,0,0.083333,0,5.666667,0,1.166667,0,0,0,0.166667,0,0.083333,6.666667,16.5,0,0,0,0.666667,0,0,0,0.083333,0,0,0,0,1,0,0,0,0,0,0,0.083333,0.5,0.666667,1.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2005,12,0,0,0,0,8.583333,0.833333,3.416667,0.916667,1.166667,0,0,0.166667,0,0.5,0,0,0.166667,0,0,0,0.666667,0,0,0.166667,0,1.666667,0,0.916667,0,0.083333,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,18.58333,0,0,0.083333,1.083333,0,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2006,12,0,0.333333,0,0,0.833333,0.916667,7.75,0.75,0,0,0,0.166667,0,0.25,0,0,0,0,0,0,1.333333,0,0,0.083333,0,3.583333,0,0.25,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2007,12,0,0.5,0,0,1.666667,0,0.083333,0.833333,0,0,0,0,0,0.333333,0,0,0.166667,0,0,0,0.5,0,0,0.166667,0,2.916667,0,1.166667,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2008,12,0,0.333333,0,0,7.083333,0.083333,2.666667,0.333333,2.916667,0,0.166667,0,0,0.416667,0,0,0.5,0,0,0,1.25,0,0,0.166667,0,1.833333,0,0.833333,0,0,0,0.416667,0,0,1.583333,0.166667,0,0,0,0,0,0,0,0,0.083333,0,0,0.083333,0.25,0,0,0,0,0,0,0,0.083333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2009,12,0,0,0,0,6.25,0.083333,3.666667,0.25,0.25,0,0,0,0,1.333333,0,0,0,0,0.083333,0.083333,0.583333,0,0,0.416667,0,4.166667,0,0.416667,0,0,0,0,0,0,0.083333,4.083333,0,0.583333,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0.75,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2010,12,0,0.083333,0,0,18.25,1.833333,5.5,1.5,18.08333,0,0,0.166667,0,1.666667,0,0,0,0,0.083333,0,1.75,0,0,0,0,3.583333,0.333333,0.916667,0,0.25,0,0.25,0,0,28.91667,15.75,0,0,0,0,0,0,0.833333,0.083333,7.083333,0,0,0.083333,0.833333,0,0,0,0,0,0,0,0.416667,0.333333,3,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2011,12,0,0.25,0,0,15.08333,0.75,4.333333,0.166667,0.416667,0,0,0.083333,0,1.916667,0,0,0,0,0,0,1.333333,0,0,0.25,0,5.416667,0.083333,1.333333,0,0.083333,0,0,0,0,8.75,4.583333,0,0,0,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,0.833333,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2012,12,0,0,0,0,5.166667,1,5.416667,0.166667,0.083333,0,0,0.083333,0,0.833333,0,0,0,0,0,0,2,0,0,0.333333,0,3.833333,0.083333,2.166667,0,0,0,0.166667,0,0,0,6,0,0,0,0,0,0,0,0,2.666667,0,0,0.333333,0.833333,0,0,0,0,0,0,0,1.416667,0.25,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2013,13,0,0,0,0,6.692308,0.769231,6.846154,2.076923,0.076923,0,0,0.153846,0,7.076923,0,0,0,0,0,0,2.461538,0,0,0,0,6,0,2.461538,0,0.230769,0,0.461538,0,0.153846,67.69231,237,0,0.461538,0,0,0,0,3,0,0,0,0,0.230769,5.461538,0,0,0,0,0,0,0,1.384615,0,0.692308,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2014,12,0,0,0,0,22.66667,0.333333,3.666667,0.666667,4.166667,0,0,2.25,0,3.083333,0,0,0,0,0,0,3,0,0,0.083333,0,4.416667,0,1.166667,0,0.166667,0,0.166667,0,0,21.5,23.08333,0,0,0,0.083333,0,0,5.416667,0,0.083333,0,0,0.083333,0.75,0,0,0,0,0,0,0,0.083333,0.416667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2015,12,0,0,0,0,12.66667,1.083333,19.75,0.083333,7.166667,0,0.25,0.333333,0,6.25,0,0,0,0,0,0,0.5,0,0,0.25,0,2.083333,0.166667,0.916667,0,0.25,0,0,0,0,19,12.66667,0,0.25,0,0.083333,0,0,0.083333,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,2,1.333333,1,0,0,0,0.083333,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2016,12,0,0,0,0,12.58333,0.083333,3.416667,0.583333,7.583333,0,0.083333,0,0,0.75,0,0,0,0,0,0,0.833333,0,0,0,0,0.333333,0,1.5,0,0.083333,0,0,0,0,5,5.583333,0,0.166667,0,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,0.25,0.083333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2017,12,0,0.25,0,0,33.58333,0.25,13.83333,1,2.416667,0,0.333333,0,0,2.166667,0,0,0.416667,0,0,0,1.166667,0,0,0.083333,0,2.166667,0,1,0,0,0,0.083333,0,0,0.916667,7.666667,0,0.083333,0,0,0,0,0,0,0,0,0,0.083333,0.5,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2018,12,0,0.083333,0,0,41.08333,0.25,14.5,1.25,0.083333,0,0.25,0,0,2.833333,0,0,0.083333,0,0,0,1.916667,0,0,0.25,0,3.166667,0,2.333333,0,0,0,0.166667,0,0,0.75,7.25,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,6.583333,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2019,12,0,0,0,0,11,0.75,10.58333,1.083333,0,0,0.5,0,0,0.333333,0,0,0,0,0,0,1.166667,0,0,0,0,2.333333,0.166667,1.166667,0,0.666667,0,0.166667,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.083333,0.5,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPKINS_DC,36.6236,-121.9042,Lovers Point - Julia Platt SMR,SMR,MPA,CCSR,1984,2020,12,0,0.5,0,0,0.416667,1.5,20.5,1.75,0.166667,0.166667,0.916667,0,0,0.833333,0,0,0,0,0.166667,0,1,0,0,0.5,0,2.333333,0,1.666667,0,0,0,0.083333,0,0,0.666667,43.75,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,1.333333,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
